,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,explicit,popularity,clusters,id,artist,song_title
2801,0.56,0.765,-4.833,0.0546,0.186,0.0,0.23,0.447,106.954,202339,0,43,1,4qAy3U09K72W2lIiqA5aCy,"['Said The Sky', 'State Champs']",Legacy
2802,0.366,0.743,-8.006,0.0453,0.0043,0.921,0.0935,0.0397,150.0,229092,0,29,7,4O3acCqL5poIvUl1px4WES,['Rossy'],Hysteria
2803,0.654,0.886,-5.356,0.126,0.00877,8.81e-05,0.277,0.501,146.002,164773,0,28,9,4UadczGuTz5gWOt6nwGskx,['Le Malls'],Diamond Ring
2804,0.718,0.795,-6.932,0.166,0.0105,0.000479,0.102,0.367,145.924,158896,0,26,9,7yrKgSRkxZauC7dwcnA8bs,"['Le Malls', 'Jstn Dmnd']",Your Eyes
2805,0.438,0.485,-7.056,0.0326,0.425,8.79e-06,0.111,0.205,74.939,219400,0,28,6,1TJkG92PrLibxf4qQReKYW,"['Fancy Monster', 'TRØVES']",Looking for Gold
2806,0.524,0.913,-2.64,0.0549,0.0522,0.196,0.576,0.277,127.066,210254,0,41,5,5MLNm8nsvpCWJ2YpurIGLp,['Juelz'],All Through the Night
2807,0.569,0.952,-2.511,0.0497,0.000696,0.573,0.616,0.0811,121.035,180000,0,28,5,6zmiAvg6U0qUD36vvrGGom,"['Juelz', 'Squired']",Inferno - Squired Remix
2808,0.532,0.786,-4.206,0.0391,0.0557,0.0,0.104,0.339,150.089,251200,0,44,9,6Xcqm2M79Y6DvFcmAO6UqJ,"['William Black', 'Dia Frampton']",Haven
2809,0.612,0.811,-7.219,0.407,0.457,0.0,0.0794,0.381,117.881,219661,0,32,8,6AB9d81omM5pBrZUj18sn5,"['Shöckface', 'ero808']",Inbetween
2810,0.271,0.878,-6.641,0.197,0.0625,0.00116,0.155,0.105,169.395,158118,0,30,9,5RrJs8yt2SgIHfJ1oJprxp,['Snavs'],Aura
2811,0.594,0.727,-4.507,0.0536,0.311,0.0,0.0662,0.277,127.91,210668,0,41,1,2OZ76g7FfM1Vwxu7mX3Rqa,"['Said The Sky', 'FRND']",Bittersweet Melody
2812,0.518,0.864,-5.683,0.0543,0.00771,0.119,0.111,0.18,134.947,184889,0,31,9,1qErURHcNx7WWrVUiOrKMs,['Jacknife'],Diamond
2813,0.497,0.825,-4.638,0.0821,0.0031,0.00496,0.0905,0.235,88.712,194157,0,63,1,2odJRoZ0Bx3aHvNa8hpNrD,['KLOUD'],BLOOD
2814,0.546,0.623,-8.334,0.0561,0.00839,0.0271,0.231,0.251,119.997,226000,0,50,1,0f30zxuzCZ3ayoKY88nnAo,['Kaivon'],Free Falling
2815,0.406,0.813,-4.544,0.0675,0.133,0.000131,0.104,0.0386,144.997,225103,0,28,9,1rjh0sy4w8xmWopEhG1h0P,"['Adam Pearce', 'OMAS', 'Dani King']",Pieces
2816,0.368,0.657,-3.362,0.0425,0.0352,8.37e-05,0.179,0.0803,170.312,163941,1,51,0,2GbInmkrrUOSG0Q57gt2Na,"['Black Tiger Sex Machine', 'Riot Ten', 'Thrashout']",Out Of My Head
2817,0.581,0.931,-2.297,0.0612,0.0125,0.00441,0.341,0.255,106.955,287103,0,34,9,7cIkqDx8ySlgNgNFF5v5Bk,"['Wodd', 'LIA']",Easy To Love
2818,0.526,0.565,-4.798,0.0339,0.0971,0.000233,0.0922,0.0393,150.191,224538,0,47,9,7MzJbnZMmgiQh2TqcBP4MQ,"['Kai Wachi', 'Nina Sung']",I Believed
2819,0.38,0.948,-3.512,0.139,0.00306,0.41,0.733,0.101,170.012,163765,0,36,5,2sRROPunrmFrF8g0MZaZc0,['Juelz'],Distancing
2820,0.489,0.877,-5.373,0.0446,0.00389,0.276,0.104,0.19,150.053,177600,0,30,9,1bmgQT91R4A3i7BZ6xZcXc,"['FrostTop', 'Lemay']",Momenta
2821,0.583,0.629,-7.013,0.0452,0.194,0.0,0.128,0.282,143.911,193958,0,42,9,2pt8dSblTOCi6R969U1kTv,"['William Black', 'Leslie Powell']",Don't Look Down
2822,0.567,0.573,-5.973,0.0411,0.159,0.0,0.105,0.148,75.038,213600,0,28,6,0BtfxMl5G3h4mj9XQXuTDG,"['Fancy Monster', 'Zack Gray']",Break Off
2823,0.564,0.841,-4.384,0.041,0.0462,7.03e-05,0.0834,0.212,122.142,149059,0,30,9,0rIJ266KNe5pnTo3vcRxZ3,['Juelz'],Paradise Lost
2824,0.548,0.851,-5.632,0.405,0.593,0.0078,0.098,0.132,153.701,180779,0,44,8,6mz7PNKMuRb38q9WN6nERP,"['Dabin', 'Lowell', 'Rome in Silver']",Holding On - Rome In Silver Remix
2825,0.574,0.588,-9.0,0.0725,0.448,0.929,0.337,0.136,120.332,182625,0,29,3,4ERDm1TiMx5adtrExj4L0R,"['EQZLN', 'X-Ray']",Broken
2826,0.539,0.858,-4.781,0.0622,0.0673,0.00133,0.148,0.0835,144.98,273103,0,21,9,3tAXaWjqeqRF5kSkDrFvh2,"['William Black', 'Annie Schindel', 'Hekler']",Real Life - Hekler Remix
2827,0.56,0.806,-2.95,0.0955,0.0267,0.00304,0.143,0.105,149.915,220800,0,40,9,0rg4wm7N51dWAFZ6gPbtjy,"['William Black', 'Leslie Powell', 'Slippy']",Don't Look Down - Slippy Remix
2828,0.284,0.795,-1.08,0.059,0.0466,0.133,0.102,0.101,175.033,205936,0,21,9,2PMdpXFYbcvVZwG9azSnHl,"['William Black', 'RØRY', 'wevlth']",Only Reason - wevlth Remix
2829,0.586,0.499,-6.627,0.049,0.645,0.0,0.109,0.272,149.79,214400,1,57,0,19m23w2ANVhtB7rApM6pbN,"['SLANDER', 'William Black']",Back To U
2830,0.639,0.841,-1.539,0.165,0.0101,0.000128,0.18,0.256,79.949,231000,0,24,1,37sXzRoIK543s9ZJCRMaRw,"['William Black', 'Skeez', 'Sam Lamar']",Shadow - Sam Lamar Remix
2831,0.564,0.841,-3.726,0.0342,0.0318,0.0,0.143,0.626,125.087,234700,0,43,1,1sSIrpavZvit6lPFro11yy,"['Fells', 'SayWeCanFly']",5 AM (feat. SayWeCanFly)
2832,0.843,0.695,-4.142,0.074,0.00488,0.748,0.205,0.823,100.012,163374,0,30,11,2m35MFQGUaEJeYlI8C7HBl,"['KUNZITE', 'Slow Magic']",JUPITER - Slow Magic Juno Remix
2833,0.612,0.954,-5.692,0.0612,0.00322,0.232,0.13,0.0874,150.042,167625,0,33,9,7cwCe0ZxpZiL3SZAYo8Naq,['BLVZE'],MOVE
2834,0.428,0.812,-5.036,0.0569,0.015,0.0,0.351,0.257,159.892,150375,0,28,9,6iMUOFY7gZ1Vis3OCdOAyI,"['Snavs', 'Jack Dawson']",Done To Me
2835,0.46,0.697,-3.423,0.414,0.278,5e-05,0.306,0.315,144.113,193379,0,52,8,7l7Wtqi4ybiGVnFZ8vOYaf,"['Mickey Valen', 'Noé']",Meet Me
2836,0.498,0.822,-3.148,0.0459,0.000698,0.000413,0.159,0.313,140.039,252857,0,22,9,1BXqJQ8A3RylGQFuR4nR9L,"['William Black', 'NURKO', 'Essenger', 'if found']",Worth It - if found Remix
2837,0.537,0.702,-5.951,0.0439,0.171,2.5e-06,0.0857,0.217,150.01,213600,0,35,9,5O4xjWUhVkTf0riu4rEkx0,"['William Black', 'RUNN']",Eyes Closed
2838,0.49,0.828,-4.374,0.0379,0.0265,0.0,0.149,0.31,170.049,228706,0,47,9,1PA8t7QlRzSpUOZIlLLi6U,"['William Black', 'Fairlane']",Broken
2839,0.601,0.655,-4.583,0.0649,0.0532,1.41e-05,0.433,0.372,82.077,248781,0,37,5,2vhKNqxKDX50UsGwdMVoa6,"['nøll', 'Highlnd', 'Josh Rubin']",Save My Life
2840,0.285,0.925,-5.935,0.0546,0.401,0.917,0.0797,0.441,139.128,277714,0,28,7,5dbMRjxGYAOEbVEwMGEDlG,"['Hoober', 'tofû']",Carte Blanche
2841,0.512,0.826,-5.202,0.0351,0.00401,0.00264,0.184,0.0373,115.18,258783,0,40,9,77eEBtXwACqL0Udd37NQjU,['KLOUD'],THE HILLS
2842,0.564,0.71,-7.032,0.143,0.279,8.04e-05,0.138,0.147,160.041,187500,0,26,9,59waNUA8R0Rt3OZ9q7rwrw,['Dust of Apollon'],Crown of Lies
2843,0.529,0.71,-5.378,0.0334,0.248,0.000185,0.272,0.374,150.059,193300,0,28,9,3VCKjGMQgop5m47ZyivcWe,['Codeko'],Moment of Silence
2844,0.569,0.83,-3.236,0.0399,0.000542,0.877,0.0687,0.137,132.017,240470,0,37,7,2FAtvwUovZe4rx2xFgq19O,"['RL Grime', 'Whethan']",Outta Here
2845,0.444,0.557,-5.476,0.0602,0.453,0.0,0.152,0.296,115.058,234910,1,67,0,5WI2ltQIdwgzf1SNE76JyR,"['Flume', 'kai']",Never Be Like You (feat. Kai)
2846,0.564,0.771,-9.462,0.0759,0.00904,0.0239,0.0652,0.15,109.151,257710,0,34,9,783dzFJfeOk2UeayUPZ6Ct,['Fytch'],Apogee
2847,0.516,0.892,-3.921,0.0301,0.216,0.00631,0.506,0.105,135.982,130588,0,34,5,6H4ekfJY19P8t26lxaBW8D,"['Snavs', 'Kelland']",Lose Your Way
2848,0.682,0.638,-7.453,0.439,0.192,0.00304,0.0735,0.143,159.985,216000,0,0,8,5z5sA9z9PqN0pciTUnmkki,['Kumarion'],(Give It To Me Like I) Want It
2849,0.537,0.709,-6.221,0.0401,0.218,0.0,0.128,0.28,74.98,225600,0,35,1,4A2b1j7Ws51rbkAXUu5lJv,"['William Black', 'Annie Schindel']",Real Life
2850,0.627,0.935,-1.943,0.0464,0.0094,0.905,0.0709,0.0392,125.95,240952,0,35,7,6VxyKtFiX8mKJtnEVYgeav,['KLOUD'],INFECTED
2851,0.467,0.793,-5.284,0.0804,0.067,1.78e-06,0.123,0.235,174.886,187886,0,25,9,7biGIoDMM2fi4kyeThFviQ,['Synchronice'],Out There
2852,0.442,0.886,-4.423,0.0897,0.0162,0.0,0.202,0.261,170.029,211765,0,44,9,00QY4pdQtNdftuKb2qbVeZ,"['Fairlane', 'Ryan Scott Graham']",Ocean Avenue
2853,0.307,0.533,-8.043,0.0553,0.375,0.0,0.451,0.164,64.302,163556,0,30,5,0N6tsJpJilHbLoXLItHvM4,"['Shöckface', 'mark veins', 'Lauren Martinez']",Eternal
2854,0.319,0.464,-9.592,0.0326,0.609,0.641,0.16,0.0357,140.033,197850,0,26,6,3p2F7vdAeDvrG8vxFtESzY,['Emoter'],The Void
2855,0.353,0.746,-7.212,0.104,0.0684,0.000525,0.0797,0.381,89.003,284495,0,49,1,09uLd12oTAf9UMbf0FKowo,"['INZO', 'CloZee']",Overthinker - CloZee Remix
2856,0.508,0.871,-2.05,0.115,0.00751,0.00457,0.33,0.226,93.988,224681,0,45,1,1eDKRyIAKtoRmrO9gJ6PFv,"['RL Grime', 'Baauer']",Fallaway
2857,0.606,0.944,-2.798,0.051,0.00222,0.0869,0.143,0.0686,105.033,203429,0,30,9,3KqPQD3vQbJUTkRsiUzps2,['KLOUD'],TAKE
2858,0.615,0.7,-4.214,0.0268,0.0127,0.0,0.11,0.397,99.989,283725,0,49,1,6zm00gQog0WIHjo1jR5St8,"['machineheart', 'Vanic']",Circles
2859,0.587,0.902,-2.506,0.049,0.0336,0.000112,0.1,0.0878,102.029,204706,0,51,1,08WLYptwEeNak4i7S32gh7,"['KLOUD', 'Gabriel Paris']",LOVE ME
2860,0.707,0.844,-5.148,0.0751,0.00256,0.785,0.192,0.122,149.997,171600,0,36,7,1QTioKoSnWLDde5BunQnCp,['QUIX'],Run Like the Wind
2861,0.479,0.814,-2.088,0.0278,0.539,0.0,0.0949,0.0626,104.873,208000,0,30,9,249wj5aUxf4mGwPnvE956x,['KLOUD'],COLORBLIND
2862,0.301,0.626,-7.418,0.104,0.0693,0.554,0.0895,0.217,82.265,189257,0,45,6,08fDeQNLTu0bZnT6tRcXUP,"['Matstubs', 'Rfen']",Osiris
2863,0.212,0.622,-5.912,0.0694,0.0646,0.516,0.363,0.0614,83.939,237250,0,43,5,0EqSRhWIeNqdomsU603EfC,['INZO'],I'm Dreaming
2864,0.623,0.987,-3.708,0.0524,0.00466,0.602,0.181,0.0611,127.981,243984,0,29,7,3exkPkqy7fngaKlM34tVZj,['KLOUD'],RECONNECT
2865,0.557,0.972,-5.517,0.0533,0.00198,0.457,0.726,0.638,149.94,169600,1,35,5,5N7SiJthGxZwlmNHQXS5r0,"['Arrested Youth', 'Juelz']",Mirrors - Juelz Remix
2866,0.517,0.785,-9.778,0.242,0.0486,0.0108,0.427,0.386,89.522,165333,0,57,5,2PsA5RgMKiWCubVCJRxHvY,"['Arrested Youth', 'King Kavalier']",Vans - King Kavalier Remix
2867,0.283,0.782,-6.243,0.122,0.0189,0.0238,0.0994,0.0807,150.306,202400,0,48,9,3NivHilTTTs8SQwp51yG0X,['INZO'],Angst
2868,0.508,0.858,-4.162,0.0715,0.0696,1.5e-06,0.248,0.224,160.077,186000,0,28,9,2Nshfrn35tC9Brncf8W3G3,['Bishu'],Conversations
2869,0.543,0.854,-5.059,0.0476,0.000664,0.779,0.103,0.0396,174.027,251000,0,0,7,0WPnG75MPX5X0uuvBkE8mp,"['Low:r', 'Blooom']",I Got Your Love
2870,0.609,0.646,-5.993,0.0506,0.14,0.000877,0.12,0.321,172.019,229996,0,41,9,4vbYfEIxXIuH0XmyTNtbKc,"['Maduk', 'Lexurus', 'RIENK', 'Millbrook']",New Beginning - Millbrook Remix
2871,0.488,0.843,-2.629,0.158,0.00206,0.0,0.293,0.536,174.153,234224,0,27,9,38rk7ePRgyD6bY2lrVxAIW,"['Synth System', 'Ayah Marar']",Wide Awake
2872,0.319,0.992,-2.386,0.0574,0.000451,0.802,0.279,0.242,173.988,204500,0,34,7,7Kjhb1rej2hooxP8EezcMF,['Voicians'],Keep Me Under
2873,0.492,0.899,-4.893,0.039,0.00507,0.579,0.153,0.133,173.996,278635,0,31,7,54wOZuJ3eByRGAtei6GZkf,"['Hiraeth', 'Alexvnder']",The Truth
2874,0.416,0.814,-3.874,0.0383,0.0059,0.0466,0.144,0.0339,173.962,247224,0,19,9,4SsmJX7b5vn7ftV4agCYid,"['Edlan', 'Station Earth', 'Roos Denayer']",Cold Green Eyes - Edlan Remix
2875,0.303,0.955,-2.933,0.0877,0.0025,0.826,0.242,0.108,173.982,279280,0,29,7,6lyZee9DeTPNjfcOrqijrS,['T & Sugah'],Sky
2876,0.525,0.824,-5.019,0.0356,0.000204,0.814,0.121,0.0886,174.023,276180,0,26,7,0TIyJyIkfkyuZgPDU9G8eC,['Matt View'],One And Only
2877,0.515,0.924,-3.476,0.0943,0.000225,0.0253,0.0778,0.163,174.014,288276,0,22,9,0Pih0OSvOaGx39R68Svqf4,"['T & Sugah', 'Kove', 'Ayah Marar']",Be There - Kove's Warehouse Remix
2878,0.609,0.861,-5.136,0.0641,0.0243,0.168,0.19,0.131,173.993,250823,0,28,9,0IV9K0ON8mop4NwG0uBk2O,"['Itro', 'MVE']",With You
2879,0.535,0.935,-3.688,0.0477,0.0222,0.853,0.0764,0.338,174.025,292500,0,26,7,36npkNGiDEV2AKsIF7cx0n,['Hiraeth'],Deep Blue
2880,0.564,0.748,-5.295,0.0409,0.00237,0.902,0.111,0.24,174.951,257931,0,27,7,3J6zBDOg7fHW8JvnGRr2l0,['Matt View'],With All Your Problems
2881,0.233,0.945,-2.839,0.0542,0.000914,0.458,0.213,0.222,174.2,347000,0,35,9,3gPY9dYK5KgC7XEbPmDkCn,"['Jon Void', 'Voicians']",Memories (ft. Voicians)
2882,0.554,0.966,-2.416,0.0469,0.000578,0.828,0.112,0.164,176.0,272000,0,29,7,3rcDPF71FcvqU3gxRAld0l,"['Maduk', 'Mandidextrous']",Go Back To The Jungle - Mandidextrous Remix
2883,0.491,0.938,-3.866,0.243,0.000569,0.216,0.273,0.327,173.984,257672,0,30,9,1RYhedeJg8WdYV999i98P5,['T & Sugah'],Don't Leave
2884,0.53,0.8,-5.289,0.0347,0.00668,0.0329,0.422,0.114,86.991,270000,0,33,5,5xunUrVjmyyPl0SFGc53C1,['Itro'],Lalala
2885,0.322,0.942,-2.817,0.137,0.000205,0.000108,0.159,0.0825,174.13,248276,0,36,9,4qW4kAKAHZr3VJtkDQIO5B,"['Murdock', 'Pat Fulgoni']",Come Together
2886,0.586,0.924,-1.122,0.0567,0.000511,0.935,0.634,0.18,173.983,331035,0,30,5,1IC0yryMJNhyWTi0mPCOKv,"['Boxplot', 'Audioscribe']",Open Arms
2887,0.471,0.727,-5.621,0.0473,0.0343,0.0205,0.116,0.293,173.989,271500,0,28,9,6g0aSkYDr5WtIAckNN6xUt,"['T & Sugah', 'Mara Necia']",In Control
2888,0.433,0.965,-2.121,0.0561,5.4e-05,0.96,0.119,0.132,173.948,276283,0,31,7,5WZp85m1XAbZCnH4R2OQMK,"['METHOD', 'Amber Jay']",Ignite
2889,0.379,0.964,-3.473,0.104,0.000105,0.156,0.119,0.185,174.022,232931,0,27,9,150Bv7hNCZCpyMLiljLiej,"['T & Sugah', 'Voicians']",Days Away
