,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,explicit,popularity,clusters,id,artist,song_title
9598,0.674,0.764,-11.22,0.0438,0.0172,0.822,0.695,0.0398,122.0,472131,0,26,5,4fh9aEc8nAvMTMOH1vb0fI,"['Wurtz', 'Iberian Muse']",Last Hope for this World - Original Mix
9599,0.81,0.762,-9.671,0.064,0.00505,0.717,0.0747,0.304,122.002,339424,0,32,10,2E6G3HkQb3OuEz3JKHaXUK,['Agents Of Time'],Under Control
9600,0.752,0.577,-12.031,0.0542,0.0027,0.919,0.109,0.156,127.997,399014,0,3,10,2fDqEVQukCKwSsRPTQ09hQ,"['Symmetric', 'Future of Matter']",River In The Sky
9601,0.747,0.817,-9.034,0.0528,0.000114,0.809,0.106,0.331,126.041,283867,0,41,10,6rGqiK4oKP9RtRdTjGepNH,['Colyn'],The Future Is The Past
9602,0.745,0.469,-13.151,0.0677,0.00123,0.917,0.111,0.235,125.011,484316,0,7,10,206Hp7xJsHOD8HQJQC1ENE,"['Symmetric', 'Future of Matter', 'ENØS']",Mese - ENØS Remix
9603,0.76,0.746,-11.086,0.0551,0.00297,0.806,0.101,0.333,123.983,371636,0,16,10,7MgvpLUZIKybpX56JIs24M,"['Erly Tepshi', 'Wurtz', 'Iberian Muse']",Ragnarøk - Original Mix
9604,0.699,0.23,-16.186,0.0489,0.443,0.903,0.102,0.147,123.013,460524,0,26,10,4GksRSVYfvytcw8IIfdtJS,['Marino Canal'],Unfold
9605,0.575,0.659,-13.619,0.0356,0.00812,0.854,0.0957,0.0316,124.989,480000,0,23,10,6m4qp7DAznwJfhEYwBJBXf,['KAS:ST'],Circles
9606,0.742,0.875,-7.665,0.0489,0.000196,0.828,0.0946,0.0371,121.986,464070,0,42,10,1Fldv1wQuQ5RJXmDq0XxpO,"['CamelPhat', 'ARTBAT', 'RHODES']",For a Feeling (feat. RHODES) - Extended Mix
9607,0.622,0.563,-12.761,0.0405,0.00997,0.82,0.229,0.0509,130.002,445114,0,1,10,17hDsqtxTl0HNWxwpRnoKK,"['Symmetric', 'Future of Matter']",Flesh Uncovered
9608,0.805,0.695,-12.495,0.046,0.00207,0.884,0.105,0.476,124.014,387097,0,0,10,4CY3yoLlmPoTsClhwBoVKl,['EarthLife'],Frames of Berlin - Original Mix
9609,0.805,0.655,-15.802,0.0608,0.00652,0.909,0.128,0.164,120.002,433237,0,0,10,0dW32FP29KF30X4DsZpsw3,"['Soul Button', 'photographs', 'EarthLife']",Awaken the Soul - Earthlife Remix
9610,0.684,0.823,-11.614,0.0432,0.0445,0.831,0.16,0.0343,122.009,505278,0,0,10,5RBRGV3jPbWeBisifMrqbJ,['Monarke'],Milestone
9611,0.917,0.469,-15.224,0.109,0.255,0.865,0.111,0.156,125.003,493500,0,2,10,0aDvB24h15hAyv1Qa7OEFh,['dubspeeka'],County Lines
9612,0.799,0.848,-11.388,0.0535,0.000131,0.909,0.1,0.0378,120.008,471792,0,0,10,37ftcjdRF5WmT4hfrfQc4j,"['Dominik Eulberg', 'Mind Against']",Goldene Acht - Mind Against Remix
9613,0.736,0.729,-11.04,0.0512,0.0193,0.858,0.1,0.0393,124.0,523104,0,21,10,15GXQER4wABunPKG0v7JLQ,['Alberth'],Ex Life
9614,0.803,0.728,-11.937,0.0541,0.00287,0.909,0.111,0.0317,123.955,458246,0,30,10,3urn4ZNknWXIEriS5wlp5T,['Woo York'],Echoes From Beyond
9615,0.792,0.682,-12.138,0.0688,0.0511,0.895,0.0864,0.0393,124.003,466199,0,21,10,3Rk5zwMUoOBkaBmpKXvVCp,['EarthLife'],Senza Fine
9616,0.744,0.663,-10.837,0.0438,0.0289,0.891,0.0972,0.102,123.984,485468,0,16,10,2N6UIM4geRuI9Det1dbIYc,['Oliver Winters'],Bending of Light
9617,0.591,0.902,-9.181,0.038,0.0918,0.599,0.4,0.135,124.001,315025,0,17,5,1gY92AYYyJl3g75nfJVDyu,"['Booka Shade', 'Lazarusman']",Dear Future Self
9618,0.741,0.708,-12.299,0.0501,0.0132,0.879,0.0951,0.039,124.001,462420,0,6,10,1A7hikz8Jhsls7dQ8wJrmQ,['Oliver Winters'],Catharsis
9619,0.766,0.656,-11.515,0.114,0.204,0.891,0.344,0.0812,119.995,523285,0,0,10,4UdVSgg9eG2HppTPAPMkXg,['EarthLife'],Incanto
9620,0.646,0.575,-13.381,0.0378,0.00329,0.481,0.11,0.0843,119.998,449160,0,21,10,0jj1tCb1DCGsKsYmf8zFNS,['Ditian'],Time Is An Illusion
9621,0.81,0.894,-10.057,0.0777,0.0652,0.911,0.106,0.0779,128.0,426290,0,16,10,4kW67ZXAmhrQeAAUd2JONv,['Madben'],Night Sequence
9622,0.808,0.925,-11.837,0.0413,0.0044,0.947,0.11,0.0792,123.004,470244,0,0,10,5Lhraqq1JQQx2cxecn1DQH,['Leufen'],Nonce
9623,0.813,0.282,-22.113,0.104,0.000137,0.956,0.0961,0.38,124.018,346452,0,7,10,5yf7garOfUTyFxUbXVPuQb,['Baardman'],Beyond Our Own
9624,0.744,0.769,-9.064,0.0398,0.00205,0.872,0.102,0.0352,123.011,491707,0,6,10,3WMWHtF3fTAAn5hYfXIJnX,['Hollt'],Radiate
9625,0.732,0.825,-8.825,0.0485,0.00235,0.758,0.0661,0.449,120.005,381738,0,43,10,4vb1eb9zYkCqSRirs3ExBQ,"['Cubicolor', 'Tale Of Us']",Wake Me Up - Tale Of Us Remix
9626,0.612,0.767,-5.972,0.0317,0.33,0.221,0.353,0.0458,120.018,330500,0,57,1,6jYXP1jrYIHkEYglFgeL2Q,"['Adriatique', 'Marino Canal', 'Delhia De France']",Home
9627,0.762,0.541,-13.346,0.0475,0.0087,0.774,0.106,0.0553,123.021,503573,0,16,10,5kYOza7jdwwLmjgNeviQgK,"['Abstraal', 'Teenage Mutants']",Broken Smiles
9628,0.79,0.746,-11.185,0.0559,0.000229,0.904,0.0868,0.419,124.989,330103,0,29,10,0xjrAGEwftT21zpLLgVUak,['Stephan Jolk'],Cylon
9629,0.722,0.879,-7.445,0.059,0.000695,0.813,0.152,0.662,121.992,446834,0,11,10,2lxM1F99XBXmlDU9IxFLz0,"['Betoko', 'Rafael Cerato']",The Future
9630,0.705,0.669,-12.675,0.0399,0.227,0.913,0.0987,0.0389,123.005,452000,0,21,10,5Cvu8Zl3RIwaXJ2kQ2M8xW,"['Alberth', 'Eleonora', 'Erly Tepshi']",Dark Matter - Erly Tepshi Remix
9631,0.47,0.535,-11.704,0.0363,0.308,0.891,0.228,0.124,126.999,348087,0,26,10,7EAHb7b3ZlEUmthme75PwN,"['Mathame', 'Vril']",Never Give Up - Vril Remix
9632,0.756,0.587,-12.675,0.0457,0.215,0.927,0.112,0.0419,124.995,422653,0,34,10,7oWKQrFAffaiyfROl2GAcI,['Gardens of God'],Mura
9633,0.748,0.44,-13.42,0.0478,0.0585,0.687,0.111,0.174,123.007,444773,0,3,10,3UVG9ReFPinOKVkl76PjyY,['Jaden Raxel'],Luxor
9634,0.71,0.432,-9.403,0.0534,0.0323,0.821,0.0972,0.0676,123.99,439763,0,8,10,3bGhDMS35cLtjOMPkvuy4C,['Esoteric Circle'],Omega
9635,0.817,0.819,-12.546,0.0422,0.125,0.834,0.109,0.166,119.996,420753,0,5,10,6dIfq82Lch8BybtAv49pQ9,['Shiffer'],The Final Bliss
9636,0.722,0.575,-11.965,0.0516,0.0556,0.896,0.11,0.0331,124.984,448760,0,7,10,3C5x6z1cGcDskPmDdVvyXP,['Elusive Mind'],Lost Souls
9637,0.605,0.867,-11.629,0.0426,0.00481,0.843,0.11,0.171,122.988,235346,0,19,10,4d13h2SVVDMUqQCmsClqoY,"['Eli & Fur', 'Patrice Bäumel']",Fuse - Patrice Bäumel Remix
9638,0.74,0.631,-9.427,0.0653,0.000788,0.879,0.0762,0.705,120.028,445574,0,10,10,2p20AGpKmvshlM4mMlpTcT,"['Atish', 'Fort Romeau']",Warbler - Fort Romeau's Spirit Guide Mix
9639,0.743,0.908,-8.615,0.0536,0.000827,0.943,0.122,0.486,124.023,341727,0,40,10,7cyds5xMRMcoroqHfQljd8,['Kev Sheridan'],It's Gonna Be Perfect
9640,0.801,0.554,-10.065,0.0976,0.00412,0.916,0.0966,0.0608,124.006,464516,0,30,10,4mAcyh107XwZqQcbDWFdlU,['Arude'],Transcend
9641,0.636,0.548,-11.222,0.0387,0.00941,0.793,0.12,0.0483,125.021,348644,0,24,10,6SWLPxVwpIaqsK2phPyO6H,"['Moby', 'Tale Of Us', 'Anyma']",My Only Love - Tale of Us & Anyma Remix
9642,0.674,0.708,-11.667,0.0482,0.00454,0.912,0.102,0.073,124.006,437213,0,13,10,0pSKbDjIbpPw1qBkoNUUQK,"['Klankveld', 'Yuven']",Habit - Yuven Remix
9643,0.764,0.777,-11.762,0.0422,0.000449,0.924,0.112,0.123,120.002,448946,0,13,10,2IZ9rp2r0xOanlsp5C16pO,['Murat Uncuoğlu'],Mono Theory
9644,0.595,0.819,-8.803,0.035,0.00223,0.819,0.238,0.0304,122.995,279756,0,18,10,5lI5CJmnfzY5X7haTUJChW,"['Edu Imbernon', 'Nico Casal']",Luma
9645,0.755,0.603,-12.081,0.0761,0.00207,0.906,0.0881,0.0592,123.998,512000,0,18,10,4pMcfHYvQvNPeXA9vzzPu7,['Massano'],The Feeling - Original Mix
9646,0.658,0.616,-10.759,0.0349,0.0503,0.304,0.106,0.296,126.01,457143,0,11,10,0ZavuKEMQsPPvG5TZYBS8j,"['Blausch', 'Meshcut', 'Mind Against']",Brood - Mind Against Remix
9647,0.802,0.651,-9.616,0.0547,0.00173,0.725,0.0664,0.171,123.007,446557,0,32,10,2PgiBV2dgNLXcNfxn5QHLe,"['Soma Soul', 'Ed Begley', 'Colyn']",Complacency - Colyn Remix
9648,0.638,0.662,-10.189,0.0342,0.0407,0.666,0.408,0.0853,123.992,412904,0,0,10,2QI753qy0w8OI10LFuw4Lt,"['Ross Quinn', 'Fideles']",Away With Me - Fideles Remix – Extended
9649,0.613,0.519,-13.025,0.0331,0.254,0.917,0.102,0.363,125.989,442212,0,28,10,2rJ6tqhA4tZLHGmvBpHBnb,['Alfa Romero'],Learning To Fly
9650,0.676,0.725,-14.603,0.0435,0.25,0.917,0.0924,0.0399,122.001,432509,0,40,10,2XfKN3awCwtV7r1DMKbT5E,"['Rosa Anschütz', 'Hior Chronik']",Diopter (Hior Remix)
9651,0.705,0.705,-8.345,0.0443,9.1e-05,0.91,0.656,0.0698,121.005,390744,0,9,5,3rYHgPPehpjWqgMbwCwIW4,"['Jonas Saalbach', 'Yubik', 'Coeus']",Faint - Coeus Remix
9652,0.729,0.736,-11.532,0.0454,0.248,0.916,0.11,0.0356,122.003,395410,0,0,10,6nWhsU9DUTOoZlhKmmwT3H,['Enai'],Primavera
9653,0.506,0.507,-11.205,0.0548,0.046,0.628,0.11,0.0616,123.016,400559,1,0,0,4vFtATMcggGEozvAYVwsnv,"['Edu Imbernon', 'Mordem', 'Marino Canal']",Underwater Breathtaking - Marino Canal Remix
9654,0.598,0.825,-6.401,0.0377,0.00456,0.902,0.114,0.182,123.993,375484,0,9,10,6UXwf2kGhZrKa1ZiQ5Zr4e,"['Alex Preda', 'Beswerda']",Power Cube - Beswerda Remix
9655,0.746,0.541,-9.763,0.0363,0.0471,0.625,0.101,0.13,124.006,181532,0,8,10,74rjlsYc2cZ9WG05iSFZhb,['EarthLife'],Identity
9656,0.676,0.604,-7.078,0.0443,0.00262,0.8,0.106,0.421,123.006,380864,0,49,10,0bU7RBZ1tkm8XXZzDrdsMC,"['Howling', 'RY X', 'Frank Wiedemann', 'Adriatique']",Need You Now - Adriatique Remix
9657,0.709,0.81,-9.28,0.0594,0.0754,0.895,0.107,0.0394,124.0,424187,1,0,0,6DsJ51gCYwiBvBtEi8VkAw,"['Edu Imbernon', 'Mordem', 'Innellea']",Underwater Breathtaking - Innellea Remix
9658,0.733,0.585,-13.846,0.051,0.0271,0.848,0.108,0.0338,124.001,421935,0,4,10,0A1keOy6INtXwZPpZgbwVw,"['Fur Coat', 'Running Pine']",Hurricane - Club Mix
9659,0.721,0.349,-14.755,0.054,0.0272,0.923,0.105,0.0615,124.017,238064,0,22,10,523pjFQbKLuQQIuB4oBXYT,"['Erly Tepshi', 'Alberth']",Valhalla
9660,0.803,0.51,-11.778,0.0633,0.0158,0.806,0.0841,0.0456,124.011,440375,0,0,10,37u2mIvaXXshzyj77Ne2ie,"['Alberth', 'Eleonora']",Open Sky
9661,0.63,0.701,-8.329,0.0336,0.00021,0.937,0.196,0.0697,121.988,545213,0,17,10,4ycVEwOSWiFTzGdewbMNlL,['Coeus'],Beyond Dreaming
9662,0.748,0.435,-9.516,0.0422,0.00253,0.902,0.0916,0.065,123.02,442964,0,10,10,7ulukTxvrQYGLyiXTHNRhY,"['Jaden Raxel', 'Severin Su']",Words Of Zeus
9663,0.777,0.777,-9.072,0.0655,0.000594,0.873,0.0918,0.131,121.004,474235,0,30,10,0JK7YPMYooXLW6ddI37fJx,['Coeus'],Horizon
9664,0.764,0.691,-11.149,0.0535,0.11,0.889,0.111,0.0603,123.999,435922,0,28,10,79a7qBvmKkknq646P0q3aI,['Esoteric Circle'],Odissea
9665,0.801,0.732,-11.041,0.049,0.0419,0.87,0.101,0.0405,123.0,508285,0,32,10,6ia9lRXYhsj1YCOTS8usQw,['Alberth'],Image
9666,0.807,0.465,-11.317,0.108,0.0679,0.926,0.109,0.0864,120.011,386181,0,26,10,0nRsyCD89yJI1GzulIlUfk,['Esoteric Circle'],Night Appearance
9667,0.74,0.513,-14.784,0.0646,0.00711,0.864,0.0804,0.174,123.005,445166,0,7,10,5QwvFrSPNlFmkej2FCZgkG,['Ae:ther'],We'll Be Together
9668,0.8,0.841,-10.252,0.0432,2.28e-05,0.799,0.0956,0.113,126.003,430533,0,8,10,7KUU0ULo2O6ylCC1j7JZZw,['Fat Cosmoe'],Lie or Light
9669,0.808,0.781,-8.515,0.0455,0.039,0.925,0.0818,0.242,121.004,413108,0,20,10,01lPkKliivglQvvwJka5CQ,['Coeus'],Lucent
9670,0.746,0.519,-9.364,0.0473,0.0758,0.689,0.0798,0.0803,122.028,388987,0,31,10,1WljSh5UwyuPGxu08F3jMY,"['Innellea', 'Kevin de Vries']",Das Licht
9671,0.688,0.768,-11.15,0.0467,0.0401,0.853,0.104,0.167,124.001,469767,0,24,10,3wMJqC3nBRm3nMTDWGUES2,"['Matthew Dekay', 'Adriatique']",Heimreise - Adriatique Remix
9672,0.716,0.749,-6.945,0.0404,0.000178,0.819,0.115,0.0931,122.004,425050,0,26,10,521qEtgolzx8Thro6uf9eP,"['CamelPhat', 'Yannis', 'Mind Against']",Hypercolour - Mind Against Remix
9673,0.746,0.821,-9.598,0.0414,3.9e-05,0.764,0.093,0.0392,125.991,430481,0,13,10,3EXNZxx3avUYQjWSbV9g6i,['Fat Cosmoe'],Von
9674,0.572,0.63,-11.4,0.0423,0.00604,0.577,0.131,0.0361,124.011,510968,0,49,10,3FjrPIo2CGtyNI9yfzU5md,"['CamelPhat', 'Yannis', 'ARTBAT']",Hypercolour - ARTBAT Remix
9675,0.784,0.471,-11.077,0.0639,0.138,0.875,0.0822,0.289,124.974,434040,0,8,10,1r5NaqCBOPwFFTQoNx7bN5,"['Wurtz', 'Iberian Muse']",Morning Odyssey
9676,0.762,0.623,-12.576,0.051,0.358,0.919,0.108,0.077,123.021,442919,0,25,10,5y7GcsSEncNNW2xcRuSgps,['EarthLife'],Redemption
9677,0.797,0.869,-12.325,0.0482,0.000726,0.822,0.0767,0.106,119.999,401000,0,9,10,6ZjVVIp5ENsm7JtPF2wfdk,['Ivory (IT)'],Echoes
9678,0.764,0.771,-8.112,0.0458,0.0863,0.769,0.0607,0.148,125.004,360970,0,24,10,76duMQrzoIskt53R2Iw2Wx,"['EarthLife', 'Coeus']",Italia - Coeus Remix
9679,0.785,0.588,-12.636,0.0442,0.00519,0.911,0.115,0.0356,124.986,495460,0,26,10,4MWOuxB42TyxOlMNiwnRi9,['Colyn'],Exo
9680,0.69,0.725,-9.366,0.0421,0.00339,0.851,0.0726,0.409,123.992,499000,0,14,10,0c2C3IvdNBmlqi93YlUfV0,['Mitch De Klein'],Blindness
9681,0.74,0.69,-11.006,0.0448,0.0698,0.676,0.1,0.0367,123.011,468293,0,13,10,6u5FkU2TMQkyLIVqTWX5c0,['Alenor'],The Lights - Original Mix
9682,0.792,0.449,-13.627,0.0759,0.00079,0.761,0.111,0.138,126.018,373291,0,2,10,2ZiBYqvpbNuCyDvJOvJwFz,['U S H N U'],Esmeril
9683,0.777,0.776,-9.29,0.0473,0.0173,0.73,0.0678,0.102,122.963,345310,0,5,10,5ue4W0dn2bqbrxqj3bjep8,"['Malandra Jr.', 'Avidus']",Whenever You Want - Avidus Remix
9684,0.771,0.729,-9.323,0.0489,0.000191,0.615,0.0701,0.56,126.004,399944,0,15,10,7J0M4cGmlFnwfNIdQgqnFE,['Fat Cosmoe'],Moonshiner
9685,0.724,0.69,-12.956,0.0389,0.0119,0.94,0.0971,0.0333,124.007,406452,0,18,10,0lp50UCLdAV44wFmNeFueF,"['BLANCAh', 'Øostil', 'Heîk', 'Øostil & Heîk']",After Rain - Øostil & Heîk Remix
9686,0.772,0.539,-16.132,0.0535,0.0126,0.683,0.0968,0.0645,123.004,429329,0,29,10,0TBTERHCExqacJOOQQNPG9,"['Pieralberto Valli', 'Ivory (IT)']",Salomè - Ivory Re-Vision
9687,0.772,0.579,-11.754,0.0382,0.0637,0.921,0.0977,0.558,125.002,349515,0,29,10,1Ze4DGZqAklWfG3jOJu0Qp,['Alberth'],Empusa
9688,0.687,0.621,-12.179,0.0507,0.331,0.874,0.109,0.0388,124.009,452903,0,4,10,1qTEnoKmCfvoM9g9kzg9X5,"['Alenor', 'Chloe Kay']",Hold On
9689,0.819,0.395,-14.207,0.0628,0.308,0.843,0.111,0.26,124.981,402855,0,29,10,6WDSN68ugaifczahGMtUk4,['Alenor'],Roses
9690,0.696,0.82,-8.011,0.0406,6.05e-05,0.826,0.101,0.0451,127.009,395766,0,13,10,0JWzrM0CNx54FcNYe5fEr9,"['Øostil', 'Heîk']",The Great Spiral
9691,0.537,0.899,-8.566,0.0552,0.0481,0.906,0.0985,0.0624,135.954,388255,0,0,10,0sbH3fZyPXFms63UoWIVen,['KAS:ST'],Hell On Earth
9692,0.62,0.787,-9.869,0.0475,0.00291,0.839,0.113,0.0399,128.01,382944,0,31,10,5sV6YuXW0Cherbpb6PEpTo,['KAS:ST'],VTOPIA
9693,0.725,0.585,-12.121,0.0532,0.101,0.875,0.09,0.269,123.0,406000,0,39,10,2Lj3VzdR8WP6TqsTS3J7Mz,['Remcord'],Flight Into the Void
9694,0.762,0.75,-10.998,0.0582,0.00219,0.839,0.108,0.117,131.993,401856,0,19,10,1CNSkvcrPb9sMVBDwiYgOa,['Roman Poncet'],Focal
9695,0.8,0.61,-13.86,0.052,0.692,0.961,0.111,0.205,125.987,375627,0,3,10,4Di1NPX5848T5VC4m4x1lN,"['Aree', 'Rowdy.']",Concentric Circles - Rowdy Remix
9696,0.659,0.624,-9.335,0.0786,0.000795,0.872,0.0847,0.0866,126.994,482015,0,9,10,6Y63WZSyfPjjeCbVHcUFid,['Julian Wassermann'],Komet
9697,0.717,0.858,-9.182,0.124,0.00358,0.903,0.516,0.0326,122.008,463668,0,0,5,7ejRReFxyr5V3OFU5yosE9,['The Organism'],Ritual
9698,0.805,0.59,-11.282,0.0503,0.0468,0.866,0.106,0.0599,122.0,426571,0,32,10,76P0yHwCGNN1OC8Xp69hPu,['Remcord'],Empty Supply - Original Mix
9699,0.72,0.506,-10.875,0.0441,0.089,0.899,0.111,0.0801,122.008,452491,0,27,10,5qr9tBiOj3XeEouYbPLqIg,['EarthLife'],Universo
9700,0.766,0.756,-8.431,0.0524,0.356,0.873,0.0794,0.226,124.992,374093,0,35,10,4td58LU39TUuZ5ksh5nkiF,['Agents Of Time'],Santiago
9701,0.763,0.927,-9.651,0.045,0.197,0.87,0.105,0.168,124.038,436577,0,13,10,0SJH4IvuftlvhGJP4AVB4n,['Remcord'],FMCD
9702,0.78,0.66,-10.24,0.0404,0.021,0.884,0.0962,0.0351,128.998,515957,0,20,10,3A18ktds9e3bOzUdV3mSkJ,['In Anima'],My Moon
9703,0.583,0.705,-11.345,0.0439,0.0487,0.372,0.715,0.039,124.975,366346,0,31,5,3qT2I1Z2R1mlR1bUC5fHyx,['KAS:ST'],A Magic World
9704,0.707,0.508,-9.632,0.0471,0.223,0.931,0.0983,0.328,125.013,370625,0,1,10,4vemcZVnBpy9UTZPDvpaW8,['Peadar'],Ceres
9705,0.692,0.396,-17.601,0.044,0.431,0.913,0.106,0.0428,123.992,480360,0,23,10,4vQ9zAvsMoiM16hQrLLIh6,"['Øostil', 'Heîk', 'Lyskam']",When I Fall
9706,0.697,0.677,-9.462,0.0702,0.182,0.916,0.112,0.255,129.998,358689,0,13,10,7xUzkPYiTSMGnRmLVjDSHn,['Alfredo Mazzilli'],Eternal Memories
9707,0.77,0.729,-10.878,0.0454,0.00282,0.863,0.0996,0.0868,123.005,437712,0,24,10,2a7cM6UsGjMGvdmYbCocAk,"['Mollono.Bass', 'Super Flu', 'KUOKO']",No Silence feat. Kuoko - Super Flu Remix
9708,0.801,0.541,-11.595,0.0618,0.00263,0.841,0.0972,0.233,124.998,476435,0,11,10,6N8tv9aYWpy8sEwil45ouK,"['Tiefschwarz', 'Yotam Avni', 'Yulia Niko']",Hybrid Sounds - Yulia Niko Remix
9709,0.805,0.792,-10.605,0.0515,0.0298,0.913,0.0729,0.475,120.0,400808,0,45,10,37FvAPSIABh44qACDrdw05,['Coeus'],Echoes
9710,0.703,0.52,-10.191,0.0779,0.0556,0.925,0.0994,0.585,123.008,429269,0,4,10,19rsd01yRy8Wu34gg6sjbh,['Vincenzo'],Orbiter - Flight Two
9711,0.646,0.715,-9.006,0.0434,0.0033,0.616,0.112,0.176,121.996,443055,0,10,10,4UyUKdTydeNTDyokirmypd,['Evans'],Endless
9712,0.695,0.71,-11.444,0.037,0.0785,0.848,0.111,0.0979,121.992,462669,0,11,10,5oaGRG3qNKsGmP2Q2Uu4To,['Remcord'],Blast Off
9713,0.678,0.847,-8.058,0.0431,0.0701,0.921,0.069,0.247,119.985,408107,0,13,10,2K2AQdIQx4QPASnFShgNPJ,['Mulya'],Whisperer
9714,0.761,0.864,-8.375,0.0882,0.00309,0.93,0.0749,0.0273,121.002,448762,0,28,10,2P6vOS0ltn49bqeKt8Q9JS,['Mulya'],Rush
9715,0.771,0.619,-10.713,0.0539,3.46e-05,0.911,0.0305,0.899,123.006,378598,0,3,10,10KnUASiWUVPNalzYkpV3S,['Ivory (IT)'],Quartz
9716,0.69,0.702,-10.682,0.0533,0.00755,0.832,0.108,0.376,119.994,380262,0,35,10,2891mRPPYy7bXZMFzhbTAe,['Marino Canal'],Radiance
9717,0.797,0.622,-11.631,0.121,0.114,0.912,0.102,0.0744,124.013,418286,0,0,10,3688v8yNiRpS7wHSJRuhlS,"['Binaryh', 'Never Lost']",Urania - Original Mix
9718,0.661,0.612,-8.548,0.0323,0.00155,0.854,0.347,0.106,125.008,359373,0,1,10,15XZeBr7U2fTywipKjvGlG,"['Rowdy.', 'Symmetric', 'Future of Matter']",Lucid Field - Symmetric & Future of Matter Remix
9719,0.685,0.575,-13.941,0.036,0.0427,0.909,0.0611,0.0359,121.982,474538,0,0,10,5KtBlXLS8aXShSwhmlDNnY,['Browncoat'],Gargantua
9720,0.744,0.72,-13.474,0.0432,0.000762,0.8,0.0854,0.0574,130.02,406154,0,0,10,1pMI3Q3z3W5IVy9nBVTnai,"['Symmetric', 'Future of Matter']",Between Two Thoughts
9721,0.788,0.56,-11.48,0.0538,0.0536,0.913,0.0928,0.182,120.003,525978,0,0,10,5MKyj4KyNg3EprIHF5x2QF,['Dahu'],Never - Original Mix
9722,0.7,0.585,-11.844,0.0425,0.00356,0.884,0.138,0.124,126.019,474027,0,5,10,2oOaOZrOSTNfDubsi1UQxz,"['Moby', 'Mind Against']",Refuge - Mind Against Dub Mix
9723,0.731,0.629,-11.212,0.0439,0.0201,0.902,0.552,0.0333,125.994,396468,0,30,5,7lc6kGBWIiseOkCUTa8FOG,['ENØS'],Origins
9724,0.723,0.528,-12.323,0.0678,0.0613,0.932,0.103,0.164,119.983,383800,0,34,10,3yVrtQpetcmAsVZRykj0Sk,['Mind Against'],Isolate
9725,0.812,0.542,-11.17,0.121,0.000195,0.914,0.0585,0.239,120.01,378237,0,26,10,3WwCDLhxNuN16HYge7Mrto,['Colyn'],Signs Of Change
9726,0.778,0.635,-14.614,0.055,0.0471,0.898,0.101,0.0788,122.019,459081,0,5,10,63EPdWFDxomP6pOuObbTjm,['Remcord'],Opening Room - Original Mix
9727,0.742,0.542,-12.307,0.0723,0.0702,0.826,0.112,0.11,123.967,387548,0,23,10,5KmbHadg7bswBrNPI49isy,['VNTM'],Impersonation
9728,0.662,0.772,-7.15,0.0494,0.0404,0.849,0.176,0.218,122.01,498537,0,14,10,05buq3WciWwX5zUwGUiF5u,"['Zagitar', 'Massano']",Rising
9729,0.804,0.908,-8.644,0.0397,0.00346,0.921,0.0815,0.158,121.996,479110,0,4,10,0wYY7cFQ0NGzMJVflgiQLt,['Justrice'],No Strings Attached
9730,0.779,0.68,-11.813,0.0541,0.381,0.917,0.109,0.298,126.007,396588,0,8,10,3JfRuksUsqOfBPj3rjBmHb,"['Esoteric Circle', 'Remcord']",Tomorrow Is in Your Hands - Remcord Remix
9731,0.828,0.642,-11.769,0.0618,0.193,0.784,0.562,0.104,120.003,536640,0,19,5,04qeLEnGwU0hL7cKASu47I,"['Andre Lodemann', 'Nathalie Claude']",Still Searching
9732,0.661,0.789,-6.322,0.0541,0.00111,0.919,0.065,0.112,126.029,280000,0,13,10,6TihrsPX0b0XX53ji2ZkoR,['In Anima'],Moonwalker - Edit
9733,0.805,0.706,-11.468,0.0517,0.00536,0.865,0.0929,0.0392,120.005,422995,0,3,10,48BWjG8blFushqaPhEPaTn,"['Andre Lodemann', 'Nathalie Claude', 'Blak River']",Still Searching - Blak River Remix
9734,0.706,0.752,-7.003,0.0472,0.1,0.806,0.12,0.228,126.979,219213,0,32,10,7vtMJxiB31bxVBubrSw2nw,['In Anima'],XXY - Edit
9735,0.585,0.715,-8.994,0.0639,0.000219,0.828,0.109,0.116,122.991,440000,0,5,10,7cSDhtWyxYSKpPTf3Nbhi4,"['Emiliano Demarco', 'His. Creator']",Memoria - His. Creator Remix
9736,0.657,0.586,-13.485,0.0411,0.00468,0.696,0.117,0.441,119.016,443842,0,18,10,2CnD3p8lMf6UGRJu7G8P4n,"['Nandu', 'Vâlva']",Daydreams
9737,0.797,0.82,-10.146,0.0402,0.00768,0.823,0.104,0.0384,130.001,453123,0,2,10,5zAYsPAEf8ELkMFMQj09Jd,['Reset Robot'],What Are These? - Original Mix
9738,0.79,0.716,-9.707,0.049,0.0661,0.921,0.0954,0.0516,123.028,474130,0,17,10,24qbaI31h3TG46xRhDy6WE,"['Tim Engelhardt', 'Fur Coat']",Sun - Fur Coat Remix
9739,0.801,0.637,-10.494,0.0484,0.00138,0.877,0.0964,0.0536,123.997,391967,0,37,10,30J3ozZMsMqXEEWv6UzPQ7,"['Evelynka', 'Jean Vayat', 'Moonwalk']",Your Rain - Moonwalk Remix
9740,0.623,0.806,-12.205,0.0417,0.00331,0.635,0.111,0.032,121.99,252795,0,31,10,2Qr2rffbdKrZbJhuO7sdZm,"['Tone Depth', 'GROJ']",Walls
