danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.536,0.401,3,-12.148,1,0.123,0.995,0.656,0.128,0.691,185.449,audio_features,1pyyTqUcp52ByeWsTE6EjN,spotify:track:1pyyTqUcp52ByeWsTE6EjN,https://api.spotify.com/v1/tracks/1pyyTqUcp52ByeWsTE6EjN,https://api.spotify.com/v1/audio-analysis/1pyyTqUcp52ByeWsTE6EjN,179827,4
0.703,0.728,11,-8.698,1,0.0454,0.112,5.71e-05,0.179,0.965,119.538,audio_features,3F6mZ61oIQJobfg2qRPK4j,spotify:track:3F6mZ61oIQJobfg2qRPK4j,https://api.spotify.com/v1/tracks/3F6mZ61oIQJobfg2qRPK4j,https://api.spotify.com/v1/audio-analysis/3F6mZ61oIQJobfg2qRPK4j,248093,4
0.623,0.563,1,-8.156,0,0.0528,0.323,0.0,0.352,0.96,106.38,audio_features,27QLmJQVknhc8UF3d8hM7W,spotify:track:27QLmJQVknhc8UF3d8hM7W,https://api.spotify.com/v1/tracks/27QLmJQVknhc8UF3d8hM7W,https://api.spotify.com/v1/audio-analysis/27QLmJQVknhc8UF3d8hM7W,165200,4
0.441,0.234,0,-12.288,1,0.0625,0.987,0.000231,0.0852,0.412,198.236,audio_features,5fF6tNHtt14dCuwjSjDmXw,spotify:track:5fF6tNHtt14dCuwjSjDmXw,https://api.spotify.com/v1/tracks/5fF6tNHtt14dCuwjSjDmXw,https://api.spotify.com/v1/audio-analysis/5fF6tNHtt14dCuwjSjDmXw,192200,3
0.321,0.372,2,-13.908,1,0.0349,0.872,1.06e-05,0.0896,0.291,86.653,audio_features,7pIO02rInUf7riAAGheQRk,spotify:track:7pIO02rInUf7riAAGheQRk,https://api.spotify.com/v1/tracks/7pIO02rInUf7riAAGheQRk,https://api.spotify.com/v1/audio-analysis/7pIO02rInUf7riAAGheQRk,185967,5
0.515,0.0435,7,-22.549,1,0.137,0.966,0.0,0.284,0.293,80.751,audio_features,11YZcMrsXAcUpTrS1Kit5R,spotify:track:11YZcMrsXAcUpTrS1Kit5R,https://api.spotify.com/v1/tracks/11YZcMrsXAcUpTrS1Kit5R,https://api.spotify.com/v1/audio-analysis/11YZcMrsXAcUpTrS1Kit5R,177958,4
0.584,0.0433,3,-21.11,1,0.0665,0.992,0.0163,0.125,0.566,102.197,audio_features,3cYqy9O1hqR8dj6jwjcJ6h,spotify:track:3cYqy9O1hqR8dj6jwjcJ6h,https://api.spotify.com/v1/tracks/3cYqy9O1hqR8dj6jwjcJ6h,https://api.spotify.com/v1/audio-analysis/3cYqy9O1hqR8dj6jwjcJ6h,193672,4
0.736,0.833,11,-7.031,0,0.0648,0.464,0.0245,0.106,0.888,119.931,audio_features,4ptH8ZezI5K24ej6bIBh7U,spotify:track:4ptH8ZezI5K24ej6bIBh7U,https://api.spotify.com/v1/tracks/4ptH8ZezI5K24ej6bIBh7U,https://api.spotify.com/v1/audio-analysis/4ptH8ZezI5K24ej6bIBh7U,247907,4
0.509,0.133,3,-18.018,0,0.044,0.99,0.61,0.463,0.586,78.001,audio_features,6RoCM8u8Gd38fh7j419Wen,spotify:track:6RoCM8u8Gd38fh7j419Wen,https://api.spotify.com/v1/tracks/6RoCM8u8Gd38fh7j419Wen,https://api.spotify.com/v1/audio-analysis/6RoCM8u8Gd38fh7j419Wen,169573,4
0.666,0.392,2,-11.311,0,0.0275,0.0264,0.0508,0.162,0.14,107.962,audio_features,11X6PsP3iQYySHOk8QLe1R,spotify:track:11X6PsP3iQYySHOk8QLe1R,https://api.spotify.com/v1/tracks/11X6PsP3iQYySHOk8QLe1R,https://api.spotify.com/v1/audio-analysis/11X6PsP3iQYySHOk8QLe1R,201573,3
0.437,0.93,7,-8.71,1,0.0554,0.000683,0.0161,0.323,0.378,104.561,audio_features,4Z1Py5UCvSLtLgoauEMBng,spotify:track:4Z1Py5UCvSLtLgoauEMBng,https://api.spotify.com/v1/tracks/4Z1Py5UCvSLtLgoauEMBng,https://api.spotify.com/v1/audio-analysis/4Z1Py5UCvSLtLgoauEMBng,160800,4
0.681,0.166,0,-22.129,1,0.0363,0.992,0.865,0.139,0.717,143.467,audio_features,2QViK3rjvFvwg37T810CSi,spotify:track:2QViK3rjvFvwg37T810CSi,https://api.spotify.com/v1/tracks/2QViK3rjvFvwg37T810CSi,https://api.spotify.com/v1/audio-analysis/2QViK3rjvFvwg37T810CSi,180573,4
0.367,0.171,8,-10.59,1,0.0301,0.954,6.77e-06,0.35,0.363,83.524,audio_features,1gx2WebfgAxhZx87WtpfdW,spotify:track:1gx2WebfgAxhZx87WtpfdW,https://api.spotify.com/v1/tracks/1gx2WebfgAxhZx87WtpfdW,https://api.spotify.com/v1/audio-analysis/1gx2WebfgAxhZx87WtpfdW,154387,4
0.362,0.368,11,-12.878,0,0.042,0.861,4.99e-06,0.0937,0.393,82.751,audio_features,4JSBfXhgPkpdprAVafbTE3,spotify:track:4JSBfXhgPkpdprAVafbTE3,https://api.spotify.com/v1/tracks/4JSBfXhgPkpdprAVafbTE3,https://api.spotify.com/v1/audio-analysis/4JSBfXhgPkpdprAVafbTE3,165933,4
0.694,0.824,1,-6.756,1,0.0909,0.119,7.15e-06,0.152,0.675,95.833,audio_features,5NaOWLOmVjcA3M5spRATN9,spotify:track:5NaOWLOmVjcA3M5spRATN9,https://api.spotify.com/v1/tracks/5NaOWLOmVjcA3M5spRATN9,https://api.spotify.com/v1/audio-analysis/5NaOWLOmVjcA3M5spRATN9,299827,4
0.426,0.751,4,-10.91,1,0.0403,0.122,0.00144,0.271,0.889,153.359,audio_features,7Id8Qi0oQMV8J78fdtuZxo,spotify:track:7Id8Qi0oQMV8J78fdtuZxo,https://api.spotify.com/v1/tracks/7Id8Qi0oQMV8J78fdtuZxo,https://api.spotify.com/v1/audio-analysis/7Id8Qi0oQMV8J78fdtuZxo,267227,4
0.798,0.909,11,-4.258,1,0.045,0.231,0.0,0.0502,0.866,117.947,audio_features,7azOuDeJGbxt5mvq3GQHXp,spotify:track:7azOuDeJGbxt5mvq3GQHXp,https://api.spotify.com/v1/tracks/7azOuDeJGbxt5mvq3GQHXp,https://api.spotify.com/v1/audio-analysis/7azOuDeJGbxt5mvq3GQHXp,257467,4
0.481,0.826,1,-6.974,0,0.0851,0.182,0.00352,0.324,0.819,118.679,audio_features,373zqV0VLz9mnrSaY9kaiX,spotify:track:373zqV0VLz9mnrSaY9kaiX,https://api.spotify.com/v1/tracks/373zqV0VLz9mnrSaY9kaiX,https://api.spotify.com/v1/audio-analysis/373zqV0VLz9mnrSaY9kaiX,394267,4
0.648,0.936,7,-5.968,1,0.0797,0.0981,2.24e-05,0.0712,0.856,103.272,audio_features,1O0BTayCdWgQYAYYUynSpe,spotify:track:1O0BTayCdWgQYAYYUynSpe,https://api.spotify.com/v1/tracks/1O0BTayCdWgQYAYYUynSpe,https://api.spotify.com/v1/audio-analysis/1O0BTayCdWgQYAYYUynSpe,211693,4
0.515,0.804,7,-7.595,1,0.066,0.274,0.0,0.331,0.718,101.736,audio_features,58VLyc0kTnBup5K3l4oeeY,spotify:track:58VLyc0kTnBup5K3l4oeeY,https://api.spotify.com/v1/tracks/58VLyc0kTnBup5K3l4oeeY,https://api.spotify.com/v1/audio-analysis/58VLyc0kTnBup5K3l4oeeY,256480,4
0.501,0.76,0,-6.095,1,0.0295,0.00135,0.000458,0.0854,0.476,94.03,audio_features,216S5ED9SNRWaHWVjSJGyX,spotify:track:216S5ED9SNRWaHWVjSJGyX,https://api.spotify.com/v1/tracks/216S5ED9SNRWaHWVjSJGyX,https://api.spotify.com/v1/audio-analysis/216S5ED9SNRWaHWVjSJGyX,216520,4
0.839,0.583,1,-5.941,1,0.268,0.239,0.0,0.262,0.564,87.99,audio_features,53dkS3h9uTNsWYZTPacnpx,spotify:track:53dkS3h9uTNsWYZTPacnpx,https://api.spotify.com/v1/tracks/53dkS3h9uTNsWYZTPacnpx,https://api.spotify.com/v1/audio-analysis/53dkS3h9uTNsWYZTPacnpx,636213,4
0.505,0.949,7,-5.157,1,0.0612,2.05e-05,0.00662,0.301,0.633,125.99,audio_features,5AtDUE1dzX1v962kqqMBFc,spotify:track:5AtDUE1dzX1v962kqqMBFc,https://api.spotify.com/v1/tracks/5AtDUE1dzX1v962kqqMBFc,https://api.spotify.com/v1/audio-analysis/5AtDUE1dzX1v962kqqMBFc,324134,4
0.76,0.462,5,-8.936,0,0.0488,0.771,2.54e-05,0.184,0.712,119.987,audio_features,1CPw74hzhzrhWHoX9s6VFY,spotify:track:1CPw74hzhzrhWHoX9s6VFY,https://api.spotify.com/v1/tracks/1CPw74hzhzrhWHoX9s6VFY,https://api.spotify.com/v1/audio-analysis/1CPw74hzhzrhWHoX9s6VFY,157987,4
0.823,0.86,8,-6.703,1,0.232,0.18,0.00496,0.0422,0.716,111.287,audio_features,63P8OhE6bgpqA7cJNMm6Qv,spotify:track:63P8OhE6bgpqA7cJNMm6Qv,https://api.spotify.com/v1/tracks/63P8OhE6bgpqA7cJNMm6Qv,https://api.spotify.com/v1/audio-analysis/63P8OhE6bgpqA7cJNMm6Qv,282080,4
0.631,0.536,9,-12.135,1,0.0279,0.403,0.836,0.132,0.8,111.596,audio_features,49dCQGqLHLqlgTcnxqN5h6,spotify:track:49dCQGqLHLqlgTcnxqN5h6,https://api.spotify.com/v1/tracks/49dCQGqLHLqlgTcnxqN5h6,https://api.spotify.com/v1/audio-analysis/49dCQGqLHLqlgTcnxqN5h6,248093,4
0.715,0.576,7,-7.06,1,0.0696,0.562,0.000103,0.401,0.795,129.156,audio_features,1nXIZY6vOyQgXNtBnou1Ph,spotify:track:1nXIZY6vOyQgXNtBnou1Ph,https://api.spotify.com/v1/tracks/1nXIZY6vOyQgXNtBnou1Ph,https://api.spotify.com/v1/audio-analysis/1nXIZY6vOyQgXNtBnou1Ph,391400,4
0.765,0.295,8,-14.281,1,0.0872,0.992,0.000699,0.157,0.962,137.467,audio_features,3sm3g515elC6QZXyi0lVtz,spotify:track:3sm3g515elC6QZXyi0lVtz,https://api.spotify.com/v1/tracks/3sm3g515elC6QZXyi0lVtz,https://api.spotify.com/v1/audio-analysis/3sm3g515elC6QZXyi0lVtz,166322,3
0.778,0.628,7,-7.306,1,0.0275,0.0164,0.015,0.0862,0.356,126.586,audio_features,5nC2BQzszGGkZi7cvxFzH4,spotify:track:5nC2BQzszGGkZi7cvxFzH4,https://api.spotify.com/v1/tracks/5nC2BQzszGGkZi7cvxFzH4,https://api.spotify.com/v1/audio-analysis/5nC2BQzszGGkZi7cvxFzH4,225427,4
0.623,0.958,9,-6.264,1,0.0752,0.0014,0.131,0.0921,0.716,95.772,audio_features,1FEf4OC1mAPH7CtKilZf8M,spotify:track:1FEf4OC1mAPH7CtKilZf8M,https://api.spotify.com/v1/tracks/1FEf4OC1mAPH7CtKilZf8M,https://api.spotify.com/v1/audio-analysis/1FEf4OC1mAPH7CtKilZf8M,202360,4
0.596,0.308,1,-17.814,1,0.0495,0.977,0.0106,0.108,0.834,183.398,audio_features,7A9yfYiBXLEvKn1oJy3nPL,spotify:track:7A9yfYiBXLEvKn1oJy3nPL,https://api.spotify.com/v1/tracks/7A9yfYiBXLEvKn1oJy3nPL,https://api.spotify.com/v1/audio-analysis/7A9yfYiBXLEvKn1oJy3nPL,174472,4
0.544,0.341,0,-10.34,1,0.0293,0.877,0.0493,0.183,0.566,123.598,audio_features,3pYM1COOgzTV1QUokz2BSX,spotify:track:3pYM1COOgzTV1QUokz2BSX,https://api.spotify.com/v1/tracks/3pYM1COOgzTV1QUokz2BSX,https://api.spotify.com/v1/audio-analysis/3pYM1COOgzTV1QUokz2BSX,174187,3
0.712,0.632,6,-9.017,0,0.0237,0.233,0.224,0.246,0.619,109.999,audio_features,2QSAj76Ba6aMFX9RlXdUdO,spotify:track:2QSAj76Ba6aMFX9RlXdUdO,https://api.spotify.com/v1/tracks/2QSAj76Ba6aMFX9RlXdUdO,https://api.spotify.com/v1/audio-analysis/2QSAj76Ba6aMFX9RlXdUdO,209413,4
0.631,0.815,4,-4.529,1,0.0508,0.00841,5.86e-05,0.785,0.268,107.987,audio_features,14r4a42hvJcusMBB7cfZxm,spotify:track:14r4a42hvJcusMBB7cfZxm,https://api.spotify.com/v1/tracks/14r4a42hvJcusMBB7cfZxm,https://api.spotify.com/v1/audio-analysis/14r4a42hvJcusMBB7cfZxm,322480,4
0.695,0.54,0,-10.89,1,0.224,0.786,0.0,0.0938,0.898,172.2,audio_features,19PYZdeCKwlFA6ZclSUbn2,spotify:track:19PYZdeCKwlFA6ZclSUbn2,https://api.spotify.com/v1/tracks/19PYZdeCKwlFA6ZclSUbn2,https://api.spotify.com/v1/audio-analysis/19PYZdeCKwlFA6ZclSUbn2,131360,4
0.801,0.458,5,-11.681,1,0.0537,0.797,0.573,0.0604,0.924,122.851,audio_features,31H9OOLpFNgpOmXwODORAJ,spotify:track:31H9OOLpFNgpOmXwODORAJ,https://api.spotify.com/v1/tracks/31H9OOLpFNgpOmXwODORAJ,https://api.spotify.com/v1/audio-analysis/31H9OOLpFNgpOmXwODORAJ,173600,4
0.3,0.843,1,-3.841,1,0.0354,0.0049,4.86e-06,0.079,0.139,135.648,audio_features,5qWgGPylB0Al9IVq2HKTHE,spotify:track:5qWgGPylB0Al9IVq2HKTHE,https://api.spotify.com/v1/tracks/5qWgGPylB0Al9IVq2HKTHE,https://api.spotify.com/v1/audio-analysis/5qWgGPylB0Al9IVq2HKTHE,179667,4
0.582,0.599,4,-9.663,0,0.044,0.279,0.0104,0.0869,0.488,115.403,audio_features,6gAStUYQpw0n5FLLegvxkx,spotify:track:6gAStUYQpw0n5FLLegvxkx,https://api.spotify.com/v1/tracks/6gAStUYQpw0n5FLLegvxkx,https://api.spotify.com/v1/audio-analysis/6gAStUYQpw0n5FLLegvxkx,433560,4
0.874,0.52,1,-10.858,1,0.0959,0.0358,6.98e-06,0.075,0.768,102.936,audio_features,5X7zx2lqWa1WZfoLjOkajA,spotify:track:5X7zx2lqWa1WZfoLjOkajA,https://api.spotify.com/v1/tracks/5X7zx2lqWa1WZfoLjOkajA,https://api.spotify.com/v1/audio-analysis/5X7zx2lqWa1WZfoLjOkajA,278147,4
0.352,0.866,2,-3.274,1,0.0392,3.03e-05,2.92e-05,0.295,0.544,165.209,audio_features,0KNVDEeZWXZPIYKqJeRRpX,spotify:track:0KNVDEeZWXZPIYKqJeRRpX,https://api.spotify.com/v1/tracks/0KNVDEeZWXZPIYKqJeRRpX,https://api.spotify.com/v1/audio-analysis/0KNVDEeZWXZPIYKqJeRRpX,174013,4
0.826,0.579,8,-8.241,0,0.0801,0.00881,0.0,0.129,0.431,121.075,audio_features,4f8Mh5wuWHOsfXtzjrJB3t,spotify:track:4f8Mh5wuWHOsfXtzjrJB3t,https://api.spotify.com/v1/tracks/4f8Mh5wuWHOsfXtzjrJB3t,https://api.spotify.com/v1/audio-analysis/4f8Mh5wuWHOsfXtzjrJB3t,212013,4
0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,audio_features,2TfSHkHiFO4gRztVIkggkE,spotify:track:2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE,229093,4
0.551,0.643,4,-13.091,1,0.0353,0.00313,0.00385,0.421,0.514,128.661,audio_features,0md12GKBGH8ZuLG2fTfGUz,spotify:track:0md12GKBGH8ZuLG2fTfGUz,https://api.spotify.com/v1/tracks/0md12GKBGH8ZuLG2fTfGUz,https://api.spotify.com/v1/audio-analysis/0md12GKBGH8ZuLG2fTfGUz,271560,4
0.618,0.675,9,-5.723,1,0.0679,0.000892,0.216,0.133,0.354,129.983,audio_features,3upmgR8Zx1KDhex40JAEdH,spotify:track:3upmgR8Zx1KDhex40JAEdH,https://api.spotify.com/v1/tracks/3upmgR8Zx1KDhex40JAEdH,https://api.spotify.com/v1/audio-analysis/3upmgR8Zx1KDhex40JAEdH,262493,4
0.531,0.816,1,-5.657,1,0.028,6.58e-05,0.000119,0.151,0.72,128.874,audio_features,4o85qXIRUdCcO2pH31eWM7,spotify:track:4o85qXIRUdCcO2pH31eWM7,https://api.spotify.com/v1/tracks/4o85qXIRUdCcO2pH31eWM7,https://api.spotify.com/v1/audio-analysis/4o85qXIRUdCcO2pH31eWM7,213841,4
0.654,0.892,2,-3.09,1,0.323,0.11,0.0,0.347,0.379,100.059,audio_features,4x1LFfoHJFGzlIQ9xGqpNt,spotify:track:4x1LFfoHJFGzlIQ9xGqpNt,https://api.spotify.com/v1/tracks/4x1LFfoHJFGzlIQ9xGqpNt,https://api.spotify.com/v1/audio-analysis/4x1LFfoHJFGzlIQ9xGqpNt,298853,4
0.483,0.841,5,-5.115,0,0.0964,0.0108,2.71e-06,0.382,0.204,114.382,audio_features,7ItFoQDmQIh3MAPsxiP6Vt,spotify:track:7ItFoQDmQIh3MAPsxiP6Vt,https://api.spotify.com/v1/tracks/7ItFoQDmQIh3MAPsxiP6Vt,https://api.spotify.com/v1/audio-analysis/7ItFoQDmQIh3MAPsxiP6Vt,177025,4
0.523,0.788,7,-5.006,1,0.0445,0.0626,0.000101,0.34,0.775,118.918,audio_features,6gZNGsBoJUiAoFKYA3PK9L,spotify:track:6gZNGsBoJUiAoFKYA3PK9L,https://api.spotify.com/v1/tracks/6gZNGsBoJUiAoFKYA3PK9L,https://api.spotify.com/v1/audio-analysis/6gZNGsBoJUiAoFKYA3PK9L,222240,4
0.539,0.642,0,-5.726,1,0.0314,0.0164,0.00319,0.131,0.273,101.957,audio_features,5rK5WGkjMFWK2ZFiLouvAk,spotify:track:5rK5WGkjMFWK2ZFiLouvAk,https://api.spotify.com/v1/tracks/5rK5WGkjMFWK2ZFiLouvAk,https://api.spotify.com/v1/audio-analysis/5rK5WGkjMFWK2ZFiLouvAk,238253,4
0.488,0.539,9,-8.752,1,0.0304,0.136,0.0,0.0538,0.473,115.941,audio_features,3QbhVaulXxTyuAxHY3Pa5N,spotify:track:3QbhVaulXxTyuAxHY3Pa5N,https://api.spotify.com/v1/tracks/3QbhVaulXxTyuAxHY3Pa5N,https://api.spotify.com/v1/audio-analysis/3QbhVaulXxTyuAxHY3Pa5N,199960,4
0.382,0.996,7,-4.119,1,0.104,0.00208,0.0,0.417,0.327,93.345,audio_features,2gscB6kDOmrv1P6qs2KXE3,spotify:track:2gscB6kDOmrv1P6qs2KXE3,https://api.spotify.com/v1/tracks/2gscB6kDOmrv1P6qs2KXE3,https://api.spotify.com/v1/audio-analysis/2gscB6kDOmrv1P6qs2KXE3,147840,4
0.59,0.452,7,-12.879,1,0.0634,0.677,0.111,0.502,0.726,129.95,audio_features,0U1koNRvjdktBDWH9NevSu,spotify:track:0U1koNRvjdktBDWH9NevSu,https://api.spotify.com/v1/tracks/0U1koNRvjdktBDWH9NevSu,https://api.spotify.com/v1/audio-analysis/0U1koNRvjdktBDWH9NevSu,302827,4
0.818,0.697,1,-8.235,1,0.092,0.312,0.00497,0.0885,0.85,108.959,audio_features,2nzbhfiwfIN06SXsEY3YAe,spotify:track:2nzbhfiwfIN06SXsEY3YAe,https://api.spotify.com/v1/tracks/2nzbhfiwfIN06SXsEY3YAe,https://api.spotify.com/v1/audio-analysis/2nzbhfiwfIN06SXsEY3YAe,226400,4
0.272,0.759,0,-3.464,1,0.0345,0.452,3.8e-05,0.386,0.453,178.966,audio_features,4wzDjfSyQ2MeKdTMnh5VJO,spotify:track:4wzDjfSyQ2MeKdTMnh5VJO,https://api.spotify.com/v1/tracks/4wzDjfSyQ2MeKdTMnh5VJO,https://api.spotify.com/v1/audio-analysis/4wzDjfSyQ2MeKdTMnh5VJO,172800,3
0.916,0.455,10,-8.446,0,0.23,0.00306,0.000742,0.714,0.562,92.097,audio_features,3dOzhSPnBrRIcPyDUAqQYd,spotify:track:3dOzhSPnBrRIcPyDUAqQYd,https://api.spotify.com/v1/tracks/3dOzhSPnBrRIcPyDUAqQYd,https://api.spotify.com/v1/audio-analysis/3dOzhSPnBrRIcPyDUAqQYd,321667,4
0.262,0.141,3,-14.909,1,0.0319,0.992,0.00365,0.113,0.125,82.102,audio_features,4em2z90j03Mihti81LCsaM,spotify:track:4em2z90j03Mihti81LCsaM,https://api.spotify.com/v1/tracks/4em2z90j03Mihti81LCsaM,https://api.spotify.com/v1/audio-analysis/4em2z90j03Mihti81LCsaM,183267,4
0.566,0.432,9,-10.481,1,0.0517,0.772,0.0,0.431,0.675,144.231,audio_features,5lNY0JQuEFdlOk6rcyOe7I,spotify:track:5lNY0JQuEFdlOk6rcyOe7I,https://api.spotify.com/v1/tracks/5lNY0JQuEFdlOk6rcyOe7I,https://api.spotify.com/v1/audio-analysis/5lNY0JQuEFdlOk6rcyOe7I,171533,4
0.512,0.215,9,-8.379,1,0.0433,0.867,0.0,0.157,0.335,130.734,audio_features,4SOWXvd3hcSMGlFHFhS4yn,spotify:track:4SOWXvd3hcSMGlFHFhS4yn,https://api.spotify.com/v1/tracks/4SOWXvd3hcSMGlFHFhS4yn,https://api.spotify.com/v1/audio-analysis/4SOWXvd3hcSMGlFHFhS4yn,199173,4
0.474,0.337,4,-14.019,1,0.156,0.996,0.916,0.116,0.73,180.064,audio_features,7zVfJZisk57hyK30lse43c,spotify:track:7zVfJZisk57hyK30lse43c,https://api.spotify.com/v1/tracks/7zVfJZisk57hyK30lse43c,https://api.spotify.com/v1/audio-analysis/7zVfJZisk57hyK30lse43c,156293,4
0.149,0.367,3,-13.011,1,0.0347,0.799,0.0,0.0996,0.374,170.558,audio_features,3yIBU17cLkuB8tKMymOLvX,spotify:track:3yIBU17cLkuB8tKMymOLvX,https://api.spotify.com/v1/tracks/3yIBU17cLkuB8tKMymOLvX,https://api.spotify.com/v1/audio-analysis/3yIBU17cLkuB8tKMymOLvX,151707,1
0.44,0.878,2,-7.837,1,0.0427,0.00366,0.00125,0.353,0.544,91.968,audio_features,6u2ZYa2wo35pR5yJ27je7C,spotify:track:6u2ZYa2wo35pR5yJ27je7C,https://api.spotify.com/v1/tracks/6u2ZYa2wo35pR5yJ27je7C,https://api.spotify.com/v1/audio-analysis/6u2ZYa2wo35pR5yJ27je7C,347280,4
0.238,0.884,11,-6.425,1,0.05,0.0365,0.0,0.141,0.881,180.017,audio_features,1jXGbpouHnrSzVzRIYrdhy,spotify:track:1jXGbpouHnrSzVzRIYrdhy,https://api.spotify.com/v1/tracks/1jXGbpouHnrSzVzRIYrdhy,https://api.spotify.com/v1/audio-analysis/1jXGbpouHnrSzVzRIYrdhy,168053,4
0.43,0.457,4,-8.495,0,0.0332,0.518,0.0868,0.123,0.709,109.875,audio_features,6oNs211OtOGzyZ2fvnMPHS,spotify:track:6oNs211OtOGzyZ2fvnMPHS,https://api.spotify.com/v1/tracks/6oNs211OtOGzyZ2fvnMPHS,https://api.spotify.com/v1/audio-analysis/6oNs211OtOGzyZ2fvnMPHS,405627,4
0.584,0.647,7,-5.464,1,0.207,0.686,0.0,0.106,0.341,91.765,audio_features,4jpBAzEAWq9GVyELGtkKAx,spotify:track:4jpBAzEAWq9GVyELGtkKAx,https://api.spotify.com/v1/tracks/4jpBAzEAWq9GVyELGtkKAx,https://api.spotify.com/v1/audio-analysis/4jpBAzEAWq9GVyELGtkKAx,250545,4
0.739,0.29,7,-4.826,1,0.0732,0.779,0.0,0.0926,0.807,133.776,audio_features,0PpfvDsFqkQnFoITftmNQI,spotify:track:0PpfvDsFqkQnFoITftmNQI,https://api.spotify.com/v1/tracks/0PpfvDsFqkQnFoITftmNQI,https://api.spotify.com/v1/audio-analysis/0PpfvDsFqkQnFoITftmNQI,178893,4
0.427,0.502,11,-8.118,1,0.0333,0.332,1.69e-06,0.0987,0.327,91.873,audio_features,1URxQ9qdrB4mEy87kqFnyE,spotify:track:1URxQ9qdrB4mEy87kqFnyE,https://api.spotify.com/v1/tracks/1URxQ9qdrB4mEy87kqFnyE,https://api.spotify.com/v1/audio-analysis/1URxQ9qdrB4mEy87kqFnyE,157293,4
0.786,0.963,9,-2.84,0,0.127,0.207,0.0012,0.169,0.897,94.63,audio_features,7tW7kmX6o8avIUxN8yBUEo,spotify:track:7tW7kmX6o8avIUxN8yBUEo,https://api.spotify.com/v1/tracks/7tW7kmX6o8avIUxN8yBUEo,https://api.spotify.com/v1/audio-analysis/7tW7kmX6o8avIUxN8yBUEo,206081,4
0.81,0.827,9,-4.093,0,0.029,0.59,0.0142,0.198,0.919,102.816,audio_features,560rREKGHgFwL4IbiLzLuv,spotify:track:560rREKGHgFwL4IbiLzLuv,https://api.spotify.com/v1/tracks/560rREKGHgFwL4IbiLzLuv,https://api.spotify.com/v1/audio-analysis/560rREKGHgFwL4IbiLzLuv,156200,4
0.173,0.17,4,-16.039,0,0.0356,0.987,0.887,0.128,0.187,85.179,audio_features,56VNx9ZYaxjiETXRw6y6bs,spotify:track:56VNx9ZYaxjiETXRw6y6bs,https://api.spotify.com/v1/tracks/56VNx9ZYaxjiETXRw6y6bs,https://api.spotify.com/v1/audio-analysis/56VNx9ZYaxjiETXRw6y6bs,174000,4
0.48,0.0835,0,-14.329,1,0.104,0.973,0.649,0.221,0.815,79.133,audio_features,705FgovGrcoTECWY4K56tx,spotify:track:705FgovGrcoTECWY4K56tx,https://api.spotify.com/v1/tracks/705FgovGrcoTECWY4K56tx,https://api.spotify.com/v1/audio-analysis/705FgovGrcoTECWY4K56tx,204507,3
0.484,0.187,8,-10.642,1,0.0288,0.848,0.529,0.199,0.41,95.189,audio_features,6Vh7p9DG4qJhuqzQ9H2LID,spotify:track:6Vh7p9DG4qJhuqzQ9H2LID,https://api.spotify.com/v1/tracks/6Vh7p9DG4qJhuqzQ9H2LID,https://api.spotify.com/v1/audio-analysis/6Vh7p9DG4qJhuqzQ9H2LID,183693,4
0.596,0.727,6,-5.763,0,0.0405,0.00481,3.28e-05,0.0554,0.678,135.091,audio_features,4ZKpkrUIhTWxCraNpl1FzU,spotify:track:4ZKpkrUIhTWxCraNpl1FzU,https://api.spotify.com/v1/tracks/4ZKpkrUIhTWxCraNpl1FzU,https://api.spotify.com/v1/audio-analysis/4ZKpkrUIhTWxCraNpl1FzU,178813,4
0.489,0.657,8,-4.522,1,0.0291,0.0197,0.000795,0.419,0.468,92.33,audio_features,6Qxz7INI08AxMskmVChGbU,spotify:track:6Qxz7INI08AxMskmVChGbU,https://api.spotify.com/v1/tracks/6Qxz7INI08AxMskmVChGbU,https://api.spotify.com/v1/audio-analysis/6Qxz7INI08AxMskmVChGbU,311373,4
0.539,0.354,1,-12.128,1,0.0309,0.666,0.0,0.0816,0.133,131.273,audio_features,7I1mBsZNd3wjSxBgs5eJBg,spotify:track:7I1mBsZNd3wjSxBgs5eJBg,https://api.spotify.com/v1/tracks/7I1mBsZNd3wjSxBgs5eJBg,https://api.spotify.com/v1/audio-analysis/7I1mBsZNd3wjSxBgs5eJBg,240467,4
0.731,0.683,9,-10.167,0,0.0369,0.251,1.02e-06,0.0471,0.967,119.493,audio_features,2L1jMg2UvtH4xNapqNMc5R,spotify:track:2L1jMg2UvtH4xNapqNMc5R,https://api.spotify.com/v1/tracks/2L1jMg2UvtH4xNapqNMc5R,https://api.spotify.com/v1/audio-analysis/2L1jMg2UvtH4xNapqNMc5R,326133,4
