danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.55,0.593,2,-7.619,1,0.0258,0.00511,0.00127,0.106,0.543,147.617,audio_features,1yFTRoAbHkziFCd8WP3Fv4,spotify:track:1yFTRoAbHkziFCd8WP3Fv4,https://api.spotify.com/v1/tracks/1yFTRoAbHkziFCd8WP3Fv4,https://api.spotify.com/v1/audio-analysis/1yFTRoAbHkziFCd8WP3Fv4,390267,4
0.494,0.887,6,-4.297,0,0.398,0.00661,0.0,0.103,0.548,89.554,audio_features,1l6DvDFssUqMnsFJNFnrRJ,spotify:track:1l6DvDFssUqMnsFJNFnrRJ,https://api.spotify.com/v1/tracks/1l6DvDFssUqMnsFJNFnrRJ,https://api.spotify.com/v1/audio-analysis/1l6DvDFssUqMnsFJNFnrRJ,234627,4
0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015,audio_features,7lItUx11Vl9heRR9H68h2M,spotify:track:7lItUx11Vl9heRR9H68h2M,https://api.spotify.com/v1/tracks/7lItUx11Vl9heRR9H68h2M,https://api.spotify.com/v1/audio-analysis/7lItUx11Vl9heRR9H68h2M,288670,4
0.896,0.621,5,-6.857,0,0.237,0.00532,0.0,0.196,0.818,121.966,audio_features,6g0Orsxv6glTJCt4cHsRsQ,spotify:track:6g0Orsxv6glTJCt4cHsRsQ,https://api.spotify.com/v1/tracks/6g0Orsxv6glTJCt4cHsRsQ,https://api.spotify.com/v1/audio-analysis/6g0Orsxv6glTJCt4cHsRsQ,206080,4
0.762,0.244,5,-18.114,1,0.0551,0.388,0.0137,0.0663,0.558,101.57,audio_features,00P1T28MyzQJbj3tn9tTUp,spotify:track:00P1T28MyzQJbj3tn9tTUp,https://api.spotify.com/v1/tracks/00P1T28MyzQJbj3tn9tTUp,https://api.spotify.com/v1/audio-analysis/00P1T28MyzQJbj3tn9tTUp,199507,4
0.575,0.909,3,-8.003,1,0.0654,0.0582,0.238,0.0724,0.693,137.335,audio_features,5FMlUJ6wd2aN0lkdlRrEtH,spotify:track:5FMlUJ6wd2aN0lkdlRrEtH,https://api.spotify.com/v1/tracks/5FMlUJ6wd2aN0lkdlRrEtH,https://api.spotify.com/v1/audio-analysis/5FMlUJ6wd2aN0lkdlRrEtH,222280,4
0.701,0.788,2,-5.611,1,0.0425,0.148,0.625,0.0977,0.795,142.584,audio_features,2Ud3deeqLAG988pfW0Kwcl,spotify:track:2Ud3deeqLAG988pfW0Kwcl,https://api.spotify.com/v1/tracks/2Ud3deeqLAG988pfW0Kwcl,https://api.spotify.com/v1/audio-analysis/2Ud3deeqLAG988pfW0Kwcl,462267,4
0.554,0.667,1,-10.226,0,0.0342,0.628,0.0,0.0486,0.597,112.749,audio_features,63rva3TBizr6x1Yp5uwKfD,spotify:track:63rva3TBizr6x1Yp5uwKfD,https://api.spotify.com/v1/tracks/63rva3TBizr6x1Yp5uwKfD,https://api.spotify.com/v1/audio-analysis/63rva3TBizr6x1Yp5uwKfD,157960,4
0.535,0.784,9,-5.073,1,0.0484,0.00557,0.171,0.0852,0.962,176.241,audio_features,2hrF1aiAFGa7bWgt2qhyrc,spotify:track:2hrF1aiAFGa7bWgt2qhyrc,https://api.spotify.com/v1/tracks/2hrF1aiAFGa7bWgt2qhyrc,https://api.spotify.com/v1/audio-analysis/2hrF1aiAFGa7bWgt2qhyrc,132733,4
0.543,0.807,11,-5.973,0,0.0359,0.0567,0.000858,0.32,0.685,126.157,audio_features,6TPl5DQrkBY2XIqIaFmxqi,spotify:track:6TPl5DQrkBY2XIqIaFmxqi,https://api.spotify.com/v1/tracks/6TPl5DQrkBY2XIqIaFmxqi,https://api.spotify.com/v1/audio-analysis/6TPl5DQrkBY2XIqIaFmxqi,159920,4
0.355,0.722,0,-9.338,1,0.0498,0.712,0.00309,0.805,0.946,176.708,audio_features,0rfZ0RTGqRSCQF1LcOuzEy,spotify:track:0rfZ0RTGqRSCQF1LcOuzEy,https://api.spotify.com/v1/tracks/0rfZ0RTGqRSCQF1LcOuzEy,https://api.spotify.com/v1/audio-analysis/0rfZ0RTGqRSCQF1LcOuzEy,136160,4
0.697,0.529,2,-8.838,1,0.0338,0.115,0.901,0.0895,0.486,155.974,audio_features,2RtNSM8cPCAOZ5bvQbW6y3,spotify:track:2RtNSM8cPCAOZ5bvQbW6y3,https://api.spotify.com/v1/tracks/2RtNSM8cPCAOZ5bvQbW6y3,https://api.spotify.com/v1/audio-analysis/2RtNSM8cPCAOZ5bvQbW6y3,251267,4
0.492,0.722,7,-6.348,1,0.0395,0.581,4.47e-06,0.354,0.926,130.97,audio_features,3JueJBdcGQaEAaWqPamsQt,spotify:track:3JueJBdcGQaEAaWqPamsQt,https://api.spotify.com/v1/tracks/3JueJBdcGQaEAaWqPamsQt,https://api.spotify.com/v1/audio-analysis/3JueJBdcGQaEAaWqPamsQt,146533,4
0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,audio_features,2aoo2jlRnM3A0NyLQqMN2f,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/tracks/2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,240800,4
0.511,0.574,5,-7.016,1,0.0273,0.0425,2.33e-05,0.105,0.161,119.917,audio_features,4j6Hkosuk9xHcowXjtwefs,spotify:track:4j6Hkosuk9xHcowXjtwefs,https://api.spotify.com/v1/tracks/4j6Hkosuk9xHcowXjtwefs,https://api.spotify.com/v1/audio-analysis/4j6Hkosuk9xHcowXjtwefs,280040,4
0.398,0.93,11,-6.76,1,0.0615,0.000854,0.121,0.0874,0.725,190.818,audio_features,1YrnDTqvcnUKxAIeXyaEmU,spotify:track:1YrnDTqvcnUKxAIeXyaEmU,https://api.spotify.com/v1/tracks/1YrnDTqvcnUKxAIeXyaEmU,https://api.spotify.com/v1/audio-analysis/1YrnDTqvcnUKxAIeXyaEmU,408173,4
0.45,0.904,6,-7.736,1,0.046,0.0872,0.108,0.102,0.689,125.072,audio_features,5r9AgnhkPQXeKG1w5rauDq,spotify:track:5r9AgnhkPQXeKG1w5rauDq,https://api.spotify.com/v1/tracks/5r9AgnhkPQXeKG1w5rauDq,https://api.spotify.com/v1/audio-analysis/5r9AgnhkPQXeKG1w5rauDq,356000,4
0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,audio_features,1qRA5BS78u3gME0loMl9AA,spotify:track:1qRA5BS78u3gME0loMl9AA,https://api.spotify.com/v1/tracks/1qRA5BS78u3gME0loMl9AA,https://api.spotify.com/v1/audio-analysis/1qRA5BS78u3gME0loMl9AA,153693,4
0.63,0.519,9,-10.997,1,0.0528,0.225,4.3e-06,0.0974,0.502,143.942,audio_features,0sDqo9UPzPUtu9wEkI3zRB,spotify:track:0sDqo9UPzPUtu9wEkI3zRB,https://api.spotify.com/v1/tracks/0sDqo9UPzPUtu9wEkI3zRB,https://api.spotify.com/v1/audio-analysis/0sDqo9UPzPUtu9wEkI3zRB,278627,4
0.383,0.579,1,-3.765,0,0.103,0.198,0.00184,0.517,0.103,86.522,audio_features,0jOL63hLMeSCHTXPdFkniq,spotify:track:0jOL63hLMeSCHTXPdFkniq,https://api.spotify.com/v1/tracks/0jOL63hLMeSCHTXPdFkniq,https://api.spotify.com/v1/audio-analysis/0jOL63hLMeSCHTXPdFkniq,547733,4
0.666,0.654,0,-11.691,0,0.0926,0.0547,0.702,0.341,0.898,73.687,audio_features,5jSQJ9n4kScujfTwDEtyC2,spotify:track:5jSQJ9n4kScujfTwDEtyC2,https://api.spotify.com/v1/tracks/5jSQJ9n4kScujfTwDEtyC2,https://api.spotify.com/v1/audio-analysis/5jSQJ9n4kScujfTwDEtyC2,359173,4
0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,audio_features,2dLLR6qlu5UJ5gk0dKz0h3,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/audio-analysis/2dLLR6qlu5UJ5gk0dKz0h3,190185,4
0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,audio_features,2Foc5Q5nqNiosCNqttzHof,spotify:track:2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/tracks/2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/audio-analysis/2Foc5Q5nqNiosCNqttzHof,248413,4
0.477,0.378,7,-11.225,1,0.03,0.0377,3.49e-06,0.453,0.688,116.393,audio_features,0pQBojXn2OhjSKGdlyknvc,spotify:track:0pQBojXn2OhjSKGdlyknvc,https://api.spotify.com/v1/tracks/0pQBojXn2OhjSKGdlyknvc,https://api.spotify.com/v1/audio-analysis/0pQBojXn2OhjSKGdlyknvc,260973,4
0.44,0.591,10,-7.859,1,0.0369,0.53,1.03e-05,0.171,0.373,121.398,audio_features,1C9NuEa1wOF15EOBuWaaxS,spotify:track:1C9NuEa1wOF15EOBuWaaxS,https://api.spotify.com/v1/tracks/1C9NuEa1wOF15EOBuWaaxS,https://api.spotify.com/v1/audio-analysis/1C9NuEa1wOF15EOBuWaaxS,223413,4
0.619,0.803,3,-3.521,0,0.0317,0.0703,0.0,0.27,0.73,119.538,audio_features,2VwRmAIjgmwNPDh4eMK1EH,spotify:track:2VwRmAIjgmwNPDh4eMK1EH,https://api.spotify.com/v1/tracks/2VwRmAIjgmwNPDh4eMK1EH,https://api.spotify.com/v1/audio-analysis/2VwRmAIjgmwNPDh4eMK1EH,179667,4
0.649,0.473,2,-7.875,1,0.0324,0.73,4.92e-05,0.176,0.658,105.048,audio_features,38xhKLmi4SqnKMZy4ySBkD,spotify:track:38xhKLmi4SqnKMZy4ySBkD,https://api.spotify.com/v1/tracks/38xhKLmi4SqnKMZy4ySBkD,https://api.spotify.com/v1/audio-analysis/38xhKLmi4SqnKMZy4ySBkD,120267,4
0.825,0.812,10,-4.663,0,0.108,0.319,4.58e-05,0.267,0.847,108.352,audio_features,1qvY84PQZYJ6ZLhQ9DEl2R,spotify:track:1qvY84PQZYJ6ZLhQ9DEl2R,https://api.spotify.com/v1/tracks/1qvY84PQZYJ6ZLhQ9DEl2R,https://api.spotify.com/v1/audio-analysis/1qvY84PQZYJ6ZLhQ9DEl2R,316253,4
0.413,0.85,2,-5.593,1,0.0362,0.00228,0.0,0.124,0.481,174.423,audio_features,5bj4hb0QYTs44PDiwbI5CS,spotify:track:5bj4hb0QYTs44PDiwbI5CS,https://api.spotify.com/v1/tracks/5bj4hb0QYTs44PDiwbI5CS,https://api.spotify.com/v1/audio-analysis/5bj4hb0QYTs44PDiwbI5CS,258907,4
0.209,0.79,1,-10.12,1,0.0956,0.29,0.798,0.0999,0.251,145.233,audio_features,2SdDQZ4WupgDZP6eykOHHY,spotify:track:2SdDQZ4WupgDZP6eykOHHY,https://api.spotify.com/v1/tracks/2SdDQZ4WupgDZP6eykOHHY,https://api.spotify.com/v1/audio-analysis/2SdDQZ4WupgDZP6eykOHHY,433573,4
0.35,0.573,0,-11.34,1,0.0317,0.741,2.03e-05,0.171,0.562,163.654,audio_features,3LUHtV6F7IHAOognkvcEKv,spotify:track:3LUHtV6F7IHAOognkvcEKv,https://api.spotify.com/v1/tracks/3LUHtV6F7IHAOognkvcEKv,https://api.spotify.com/v1/audio-analysis/3LUHtV6F7IHAOognkvcEKv,173867,4
0.374,0.606,5,-10.836,1,0.0347,0.667,1.23e-06,0.25,0.649,140.267,audio_features,556BL7XJ7PFXX8r3ozKYVa,spotify:track:556BL7XJ7PFXX8r3ozKYVa,https://api.spotify.com/v1/tracks/556BL7XJ7PFXX8r3ozKYVa,https://api.spotify.com/v1/audio-analysis/556BL7XJ7PFXX8r3ozKYVa,287360,4
0.544,0.542,0,-8.624,1,0.0294,0.268,0.00197,0.114,0.339,90.472,audio_features,3PY7bg1gPZIurkWnRguKUF,spotify:track:3PY7bg1gPZIurkWnRguKUF,https://api.spotify.com/v1/tracks/3PY7bg1gPZIurkWnRguKUF,https://api.spotify.com/v1/audio-analysis/3PY7bg1gPZIurkWnRguKUF,276187,4
0.68,0.632,7,-9.642,1,0.0469,0.027,0.868,0.146,0.863,125.894,audio_features,0zggnUZPh8kg69Jm7w7zZs,spotify:track:0zggnUZPh8kg69Jm7w7zZs,https://api.spotify.com/v1/tracks/0zggnUZPh8kg69Jm7w7zZs,https://api.spotify.com/v1/audio-analysis/0zggnUZPh8kg69Jm7w7zZs,279520,4
0.521,0.386,7,-7.72,1,0.0292,0.727,0.0,0.33,0.709,95.793,audio_features,03uYIIUyvxk5kiCSltOTcZ,spotify:track:03uYIIUyvxk5kiCSltOTcZ,https://api.spotify.com/v1/tracks/03uYIIUyvxk5kiCSltOTcZ,https://api.spotify.com/v1/audio-analysis/03uYIIUyvxk5kiCSltOTcZ,177733,4
0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,audio_features,1e0hllQ23AG0QGFgezgLOq,spotify:track:1e0hllQ23AG0QGFgezgLOq,https://api.spotify.com/v1/tracks/1e0hllQ23AG0QGFgezgLOq,https://api.spotify.com/v1/audio-analysis/1e0hllQ23AG0QGFgezgLOq,125667,4
0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,audio_features,01iyCAUm8EvOFqVWYJ3dVX,spotify:track:01iyCAUm8EvOFqVWYJ3dVX,https://api.spotify.com/v1/tracks/01iyCAUm8EvOFqVWYJ3dVX,https://api.spotify.com/v1/audio-analysis/01iyCAUm8EvOFqVWYJ3dVX,230400,4
0.721,0.82,11,-10.32,0,0.0448,0.387,0.000326,0.198,0.966,155.968,audio_features,2wwRSaZgshcHSvGzWryUIi,spotify:track:2wwRSaZgshcHSvGzWryUIi,https://api.spotify.com/v1/tracks/2wwRSaZgshcHSvGzWryUIi,https://api.spotify.com/v1/audio-analysis/2wwRSaZgshcHSvGzWryUIi,120000,4
0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,audio_features,1FvDJ9KGxcqwv1utyPL3JZ,spotify:track:1FvDJ9KGxcqwv1utyPL3JZ,https://api.spotify.com/v1/tracks/1FvDJ9KGxcqwv1utyPL3JZ,https://api.spotify.com/v1/audio-analysis/1FvDJ9KGxcqwv1utyPL3JZ,162920,4
0.516,0.665,2,-8.206,1,0.034,0.247,0.000986,0.191,0.965,168.795,audio_features,1EJovYCU4hrSNlnExSqGnK,spotify:track:1EJovYCU4hrSNlnExSqGnK,https://api.spotify.com/v1/tracks/1EJovYCU4hrSNlnExSqGnK,https://api.spotify.com/v1/audio-analysis/1EJovYCU4hrSNlnExSqGnK,137053,4
0.87,0.657,2,-7.32,1,0.0522,0.149,0.0102,0.053,0.893,110.596,audio_features,0G3fbPbE1vGeABDEZF0jeG,spotify:track:0G3fbPbE1vGeABDEZF0jeG,https://api.spotify.com/v1/tracks/0G3fbPbE1vGeABDEZF0jeG,https://api.spotify.com/v1/audio-analysis/0G3fbPbE1vGeABDEZF0jeG,495400,4
0.4,0.65,5,-6.104,0,0.0466,0.0118,7.62e-05,0.791,0.15,107.989,audio_features,0rbK15g3UsDTVy1EuwgKYz,spotify:track:0rbK15g3UsDTVy1EuwgKYz,https://api.spotify.com/v1/tracks/0rbK15g3UsDTVy1EuwgKYz,https://api.spotify.com/v1/audio-analysis/0rbK15g3UsDTVy1EuwgKYz,592920,4
0.571,0.593,0,-4.75,1,0.0453,0.558,0.0,0.257,0.572,105.014,audio_features,4jfmXzc1eCFIVvIVAkH4Fo,spotify:track:4jfmXzc1eCFIVvIVAkH4Fo,https://api.spotify.com/v1/tracks/4jfmXzc1eCFIVvIVAkH4Fo,https://api.spotify.com/v1/audio-analysis/4jfmXzc1eCFIVvIVAkH4Fo,175813,4
0.504,0.845,5,-7.799,0,0.0938,0.0139,0.0419,0.359,0.736,159.508,audio_features,78Az0Z1vNJgqv9QSB0ULLV,spotify:track:78Az0Z1vNJgqv9QSB0ULLV,https://api.spotify.com/v1/tracks/78Az0Z1vNJgqv9QSB0ULLV,https://api.spotify.com/v1/audio-analysis/78Az0Z1vNJgqv9QSB0ULLV,224133,4
0.236,0.249,6,-9.595,0,0.0348,0.811,1e-06,0.087,0.181,72.847,audio_features,0fBSs3fRoh1yJcne77fdu9,spotify:track:0fBSs3fRoh1yJcne77fdu9,https://api.spotify.com/v1/tracks/0fBSs3fRoh1yJcne77fdu9,https://api.spotify.com/v1/audio-analysis/0fBSs3fRoh1yJcne77fdu9,281960,5
0.42,0.873,0,-2.963,1,0.0685,0.0408,2.17e-06,0.568,0.728,72.858,audio_features,19z17doSqEhhm4aidrUHIB,spotify:track:19z17doSqEhhm4aidrUHIB,https://api.spotify.com/v1/tracks/19z17doSqEhhm4aidrUHIB,https://api.spotify.com/v1/audio-analysis/19z17doSqEhhm4aidrUHIB,213760,4
0.847,0.828,9,-8.51,1,0.296,0.385,0.0,0.393,0.884,111.045,audio_features,0RxphrRef802DdWKfTZiVG,spotify:track:0RxphrRef802DdWKfTZiVG,https://api.spotify.com/v1/tracks/0RxphrRef802DdWKfTZiVG,https://api.spotify.com/v1/audio-analysis/0RxphrRef802DdWKfTZiVG,873733,4
0.44,0.466,6,-9.712,1,0.0284,0.17,1.03e-06,0.118,0.543,107.744,audio_features,2YplrdHMBoRdnHgMeHEwHm,spotify:track:2YplrdHMBoRdnHgMeHEwHm,https://api.spotify.com/v1/tracks/2YplrdHMBoRdnHgMeHEwHm,https://api.spotify.com/v1/audio-analysis/2YplrdHMBoRdnHgMeHEwHm,185253,4
0.648,0.678,0,-7.461,1,0.0392,0.221,0.00456,0.143,0.667,132.729,audio_features,7I2lPuuiOkpKtZlhr4zUpT,spotify:track:7I2lPuuiOkpKtZlhr4zUpT,https://api.spotify.com/v1/tracks/7I2lPuuiOkpKtZlhr4zUpT,https://api.spotify.com/v1/audio-analysis/7I2lPuuiOkpKtZlhr4zUpT,140773,4
0.761,0.787,4,-5.672,1,0.104,0.542,0.148,0.0826,0.89,130.311,audio_features,3l1A0dujoxMkucGkNuq2Bu,spotify:track:3l1A0dujoxMkucGkNuq2Bu,https://api.spotify.com/v1/tracks/3l1A0dujoxMkucGkNuq2Bu,https://api.spotify.com/v1/audio-analysis/3l1A0dujoxMkucGkNuq2Bu,126507,4
0.316,0.199,3,-14.099,1,0.0275,0.846,0.000649,0.121,0.233,82.814,audio_features,5p9CQanQtvRtss7e4MiEGe,spotify:track:5p9CQanQtvRtss7e4MiEGe,https://api.spotify.com/v1/tracks/5p9CQanQtvRtss7e4MiEGe,https://api.spotify.com/v1/audio-analysis/5p9CQanQtvRtss7e4MiEGe,293547,4
0.649,0.673,1,-9.35,1,0.0638,0.249,0.0351,0.726,0.587,78.535,audio_features,2mKsPUojh602HvSeNt04CB,spotify:track:2mKsPUojh602HvSeNt04CB,https://api.spotify.com/v1/tracks/2mKsPUojh602HvSeNt04CB,https://api.spotify.com/v1/audio-analysis/2mKsPUojh602HvSeNt04CB,427800,4
0.699,0.641,2,-7.564,1,0.0289,0.13,0.000218,0.0601,0.728,120.745,audio_features,2IpMp3t9JrTiyrEVy2WlbU,spotify:track:2IpMp3t9JrTiyrEVy2WlbU,https://api.spotify.com/v1/tracks/2IpMp3t9JrTiyrEVy2WlbU,https://api.spotify.com/v1/audio-analysis/2IpMp3t9JrTiyrEVy2WlbU,187213,4
0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0701,0.74,117.401,audio_features,5C0LFQARavkPpn7JgA4sLk,spotify:track:5C0LFQARavkPpn7JgA4sLk,https://api.spotify.com/v1/tracks/5C0LFQARavkPpn7JgA4sLk,https://api.spotify.com/v1/audio-analysis/5C0LFQARavkPpn7JgA4sLk,253250,4
0.757,0.761,0,-10.692,1,0.139,0.772,0.0,0.191,0.771,118.181,audio_features,0cSXmUJMM7RNgkjaFblWPt,spotify:track:0cSXmUJMM7RNgkjaFblWPt,https://api.spotify.com/v1/tracks/0cSXmUJMM7RNgkjaFblWPt,https://api.spotify.com/v1/audio-analysis/0cSXmUJMM7RNgkjaFblWPt,143240,4
0.305,0.548,0,-8.839,1,0.0336,0.65,0.000546,0.184,0.36,74.586,audio_features,4pMhwgF4a3R61AjEc9AbEh,spotify:track:4pMhwgF4a3R61AjEc9AbEh,https://api.spotify.com/v1/tracks/4pMhwgF4a3R61AjEc9AbEh,https://api.spotify.com/v1/audio-analysis/4pMhwgF4a3R61AjEc9AbEh,243800,4
0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,audio_features,4kO7mrAPfqIrsKwUOK5BFx,spotify:track:4kO7mrAPfqIrsKwUOK5BFx,https://api.spotify.com/v1/tracks/4kO7mrAPfqIrsKwUOK5BFx,https://api.spotify.com/v1/audio-analysis/4kO7mrAPfqIrsKwUOK5BFx,243960,4
0.769,0.959,5,-8.717,0,0.0634,0.000208,0.631,0.331,0.893,116.168,audio_features,1XlDNpWy8dyEljyRd0RC2J,spotify:track:1XlDNpWy8dyEljyRd0RC2J,https://api.spotify.com/v1/tracks/1XlDNpWy8dyEljyRd0RC2J,https://api.spotify.com/v1/audio-analysis/1XlDNpWy8dyEljyRd0RC2J,473067,4
0.667,0.216,4,-12.918,1,0.0298,0.888,0.0025,0.132,0.659,111.088,audio_features,3l49MeO0nNZhBj1IfYWB5w,spotify:track:3l49MeO0nNZhBj1IfYWB5w,https://api.spotify.com/v1/tracks/3l49MeO0nNZhBj1IfYWB5w,https://api.spotify.com/v1/audio-analysis/3l49MeO0nNZhBj1IfYWB5w,166000,3
0.364,0.768,9,-10.492,1,0.0757,0.21,0.136,0.503,0.37,130.602,audio_features,5v3utF8InHZKd8JZJK5rCx,spotify:track:5v3utF8InHZKd8JZJK5rCx,https://api.spotify.com/v1/tracks/5v3utF8InHZKd8JZJK5rCx,https://api.spotify.com/v1/audio-analysis/5v3utF8InHZKd8JZJK5rCx,214640,4
0.576,0.953,10,-8.968,1,0.0362,0.00106,0.49,0.474,0.303,140.042,audio_features,1zsDbmrf4ZkjW5hsSsaDjO,spotify:track:1zsDbmrf4ZkjW5hsSsaDjO,https://api.spotify.com/v1/tracks/1zsDbmrf4ZkjW5hsSsaDjO,https://api.spotify.com/v1/audio-analysis/1zsDbmrf4ZkjW5hsSsaDjO,456480,4
0.563,0.508,10,-15.044,1,0.0638,0.416,0.0,0.526,0.849,79.436,audio_features,4S9WWr42OEWNbA7SVt9xEY,spotify:track:4S9WWr42OEWNbA7SVt9xEY,https://api.spotify.com/v1/tracks/4S9WWr42OEWNbA7SVt9xEY,https://api.spotify.com/v1/audio-analysis/4S9WWr42OEWNbA7SVt9xEY,110867,4
0.788,0.38,10,-15.179,1,0.0346,0.811,0.906,0.102,0.892,138.205,audio_features,6KKcey1w86oP0qxN8frbfD,spotify:track:6KKcey1w86oP0qxN8frbfD,https://api.spotify.com/v1/tracks/6KKcey1w86oP0qxN8frbfD,https://api.spotify.com/v1/audio-analysis/6KKcey1w86oP0qxN8frbfD,167385,4
0.523,0.939,7,-5.972,1,0.0619,0.000803,0.201,0.544,0.164,119.839,audio_features,2hxV5yGCr1nIp5bQBxXL13,spotify:track:2hxV5yGCr1nIp5bQBxXL13,https://api.spotify.com/v1/tracks/2hxV5yGCr1nIp5bQBxXL13,https://api.spotify.com/v1/audio-analysis/2hxV5yGCr1nIp5bQBxXL13,219760,4
0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,audio_features,2Y2ud3awMZHDxOCpDebiv3,spotify:track:2Y2ud3awMZHDxOCpDebiv3,https://api.spotify.com/v1/tracks/2Y2ud3awMZHDxOCpDebiv3,https://api.spotify.com/v1/audio-analysis/2Y2ud3awMZHDxOCpDebiv3,275987,4
0.391,0.87,7,-5.939,1,0.0437,0.218,0.0,0.154,0.924,75.546,audio_features,3MbjEDPm5qtuJxiC86PWKy,spotify:track:3MbjEDPm5qtuJxiC86PWKy,https://api.spotify.com/v1/tracks/3MbjEDPm5qtuJxiC86PWKy,https://api.spotify.com/v1/audio-analysis/3MbjEDPm5qtuJxiC86PWKy,141333,4
0.704,0.834,10,-7.131,0,0.0358,0.0291,0.00492,0.147,0.923,103.555,audio_features,5cP52DlDN9yryuZVQDg3iq,spotify:track:5cP52DlDN9yryuZVQDg3iq,https://api.spotify.com/v1/tracks/5cP52DlDN9yryuZVQDg3iq,https://api.spotify.com/v1/audio-analysis/5cP52DlDN9yryuZVQDg3iq,285373,4
0.421,0.661,9,-13.126,1,0.0433,0.414,1.16e-06,0.0962,0.554,100.965,audio_features,6Vcwr9tb3ZLO63F8DL8cqu,spotify:track:6Vcwr9tb3ZLO63F8DL8cqu,https://api.spotify.com/v1/tracks/6Vcwr9tb3ZLO63F8DL8cqu,https://api.spotify.com/v1/audio-analysis/6Vcwr9tb3ZLO63F8DL8cqu,341627,4
0.605,0.574,2,-10.536,1,0.0377,0.559,0.113,0.0684,0.543,129.449,audio_features,2LpirOWiA4eslLRuPpQT7V,spotify:track:2LpirOWiA4eslLRuPpQT7V,https://api.spotify.com/v1/tracks/2LpirOWiA4eslLRuPpQT7V,https://api.spotify.com/v1/audio-analysis/2LpirOWiA4eslLRuPpQT7V,350267,4
0.574,0.44,0,-7.847,1,0.0314,0.654,3.36e-05,0.302,0.648,136.927,audio_features,1tbqS3srsMbxzCZqTWuq1B,spotify:track:1tbqS3srsMbxzCZqTWuq1B,https://api.spotify.com/v1/tracks/1tbqS3srsMbxzCZqTWuq1B,https://api.spotify.com/v1/audio-analysis/1tbqS3srsMbxzCZqTWuq1B,163773,4
0.498,0.721,10,-5.232,1,0.0282,0.136,0.7,0.0933,0.589,140.027,audio_features,41X9To0bQ4fpoSRri4NHiI,spotify:track:41X9To0bQ4fpoSRri4NHiI,https://api.spotify.com/v1/tracks/41X9To0bQ4fpoSRri4NHiI,https://api.spotify.com/v1/audio-analysis/41X9To0bQ4fpoSRri4NHiI,226440,4
0.532,0.344,7,-13.057,1,0.035,0.00563,0.000473,0.115,0.126,91.834,audio_features,3HfB5hBU0dmBt8T0iCmH42,spotify:track:3HfB5hBU0dmBt8T0iCmH42,https://api.spotify.com/v1/tracks/3HfB5hBU0dmBt8T0iCmH42,https://api.spotify.com/v1/audio-analysis/3HfB5hBU0dmBt8T0iCmH42,235667,4
0.607,0.561,9,-10.099,1,0.0425,0.421,0.0,0.298,0.841,127.638,audio_features,0TMrV95mP7sDlvbE4iVfKP,spotify:track:0TMrV95mP7sDlvbE4iVfKP,https://api.spotify.com/v1/tracks/0TMrV95mP7sDlvbE4iVfKP,https://api.spotify.com/v1/audio-analysis/0TMrV95mP7sDlvbE4iVfKP,157207,3
0.418,0.668,6,-11.297,0,0.082,0.000143,0.00113,0.173,0.379,162.663,audio_features,3L8WgDYS5TtwbyxOPSAiFf,spotify:track:3L8WgDYS5TtwbyxOPSAiFf,https://api.spotify.com/v1/tracks/3L8WgDYS5TtwbyxOPSAiFf,https://api.spotify.com/v1/audio-analysis/3L8WgDYS5TtwbyxOPSAiFf,167933,4
0.662,0.633,9,-7.793,1,0.0433,0.0078,0.0233,0.0689,0.657,115.007,audio_features,5XJ1J9QPxaOzdpkGxKU4lA,spotify:track:5XJ1J9QPxaOzdpkGxKU4lA,https://api.spotify.com/v1/tracks/5XJ1J9QPxaOzdpkGxKU4lA,https://api.spotify.com/v1/audio-analysis/5XJ1J9QPxaOzdpkGxKU4lA,350240,4
